,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Distance_from_centre,Gar2,Othr,Shed,New,Abnorml,AdjLand,Alloca,Family,Normal,Partial
525,20,3,62.0,7500,2,2,0,0,0,0,0,Somerst,0,0,4,6.0,7,5,15,15,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,1257,1257,4,5,1,5,1266,0,0,1266,0,0,2,0,3,1,4,6,0,1,3,5,15.0,1,2,453,3,3,2,38,144,0,0,0,0,0,0,0,14,176000,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
526,20,6,70.0,13300,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,7,64,20,5,3,5,5,2,0.0,3,3,4,4,3,1,3,377,1,0,551,928,4,3,1,5,928,0,0,928,0,0,1,0,2,1,3,4,0,0,0,5,64.0,1,1,252,3,3,2,261,0,156,0,0,0,0,0,0,13,132000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
527,60,6,67.0,14948,2,0,1,0,0,0,0,NridgHt,0,0,4,7.0,9,5,12,12,5,3,11,11,4,268.0,5,3,6,5,3,3,6,1330,1,0,122,1452,4,5,1,5,1476,1237,0,2713,1,0,2,1,3,1,5,11,0,1,4,5,12.0,3,3,858,3,3,2,126,66,0,0,0,0,0,0,0,12,446261,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
528,30,6,58.0,9098,2,0,1,0,0,0,0,Edwards,0,0,4,6.0,4,7,100,18,2,3,5,5,2,0.0,3,3,2,3,3,2,5,348,1,0,180,528,4,5,1,5,605,0,0,605,1,0,1,0,2,1,3,5,0,0,0,0,,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,13,86000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
529,20,6,0.0,32668,2,0,1,0,0,2,0,Crawfor,0,0,4,6.0,6,3,63,45,5,3,5,0,2,,4,3,6,3,3,1,3,1219,1,0,816,2035,4,3,1,5,2515,0,0,2515,1,0,3,0,4,2,3,9,4,2,3,5,45.0,2,2,484,3,3,2,0,0,200,0,0,0,0,0,0,13,200624,0.8656348122851083,0,0,0,0.0,0,0,1,0,0,0
530,80,6,85.0,10200,2,0,0,0,0,0,0,Timber,0,0,4,4.0,6,5,32,31,2,3,7,7,3,219.0,4,3,4,4,3,3,6,783,1,0,678,1461,4,5,1,5,1509,0,0,1509,1,0,2,0,3,1,4,5,0,1,2,5,32.0,2,2,600,3,3,2,224,0,0,0,0,0,0,0,0,12,175000,3.9862182757186897,0,0,0,0.0,1,0,0,0,0,0
531,70,8,60.0,6155,2,0,1,0,0,4,0,BrkSide,-1,-1,4,7.0,6,8,100,21,2,3,5,5,2,0.0,3,3,2,2,2,2,1,0,1,0,611,611,4,5,1,5,751,611,0,1362,0,0,2,0,3,1,3,6,0,0,0,2,100.0,3,2,502,3,2,2,0,0,84,0,0,0,0,0,0,12,128000,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
532,20,6,60.0,7200,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,7,65,13,2,3,11,11,2,0.0,3,3,1,0,0,0,0,0,0,0,0,0,4,5,1,5,827,0,0,827,0,0,1,0,2,1,3,5,3,1,1,2,53.0,1,1,392,3,3,2,0,0,0,0,0,0,0,0,0,10,107500,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
533,20,6,50.0,5000,2,0,0,3,0,0,1,BrkSide,0,0,4,6.0,1,3,74,70,2,3,11,11,2,0.0,2,2,1,0,0,0,0,0,0,0,0,0,4,2,0,3,334,0,0,334,0,0,1,0,1,1,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39300,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
534,60,6,74.0,9056,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,8,5,16,16,2,3,11,11,2,0.0,4,3,6,5,4,3,1,0,1,0,707,707,4,5,1,5,707,707,0,1414,0,0,2,1,3,1,4,6,0,1,4,5,16.0,3,2,403,3,3,2,100,35,0,0,0,0,0,0,0,14,178000,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
535,190,6,70.0,7000,2,0,0,0,0,0,0,Edwards,0,0,3,7.0,5,7,110,29,2,3,6,6,2,0.0,3,3,4,4,3,4,6,969,1,0,148,1117,4,3,1,5,820,527,0,1347,1,0,1,0,3,1,3,5,0,0,0,0,,0,0,0,0,0,0,85,0,148,0,0,0,0,0,0,12,107500,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
536,60,6,57.0,8924,2,0,1,0,0,2,0,CollgCr,0,0,4,7.0,7,5,22,21,2,3,11,11,2,0.0,3,3,6,4,3,3,1,0,1,0,880,880,4,5,1,5,880,844,0,1724,0,0,2,1,3,1,4,8,0,0,0,5,22.0,3,2,527,3,3,2,120,155,0,0,0,0,0,0,0,12,188000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
537,20,6,0.0,12735,2,0,1,0,0,3,0,NAmes,0,0,4,6.0,4,5,48,48,5,3,6,6,2,0.0,3,3,4,3,3,1,4,600,1,0,264,864,4,3,1,5,864,0,0,864,0,0,1,0,3,1,3,5,0,0,0,2,40.0,1,2,576,3,3,2,216,0,0,0,0,0,0,1,0,12,111250,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
538,20,6,0.0,11553,2,0,1,0,0,0,0,Sawyer,0,0,4,6.0,5,5,52,52,5,3,9,9,3,188.0,3,3,4,3,3,1,4,673,1,0,378,1051,4,3,1,5,1159,0,0,1159,0,0,1,1,3,1,3,7,0,1,2,5,52.0,1,1,336,3,3,2,466,0,0,0,0,0,0,0,0,14,158000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
539,20,6,0.0,11423,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,8,5,19,18,2,3,11,11,3,479.0,4,3,6,4,3,3,6,1358,1,0,223,1581,4,5,1,5,1601,0,0,1601,1,0,2,0,3,1,4,6,0,1,3,5,19.0,2,2,670,3,3,2,180,0,0,0,0,0,0,3,2000,10,272000,2.755615357369807,0,0,1,0.0,0,0,0,0,1,0
540,20,6,85.0,14601,2,0,0,0,0,0,0,Timber,0,0,4,6.0,9,5,14,14,5,3,11,11,3,584.0,5,3,6,5,3,3,6,1260,1,0,578,1838,4,5,1,5,1838,0,0,1838,1,0,2,0,2,1,5,8,0,1,4,5,14.0,3,3,765,3,3,2,270,68,0,0,0,0,0,0,0,11,315000,3.9862182757186897,0,0,0,0.0,0,0,0,0,1,0
541,60,6,0.0,11000,2,0,0,0,0,3,0,NoRidge,0,0,4,7.0,8,5,20,20,2,3,11,11,3,72.0,4,3,6,4,3,1,1,0,1,0,969,969,4,5,1,5,997,1288,0,2285,0,0,2,1,4,1,4,8,0,1,3,6,20.0,3,3,648,3,3,2,0,56,0,0,0,0,0,0,0,13,248000,4.8323299181983845,0,0,0,0.0,0,0,0,0,1,0
542,20,6,78.0,10140,2,0,0,0,0,0,0,NWAmes,-1,0,4,6.0,7,5,22,21,5,3,11,11,2,0.0,4,3,6,5,3,1,2,144,6,1127,379,1650,4,5,1,5,1680,0,0,1680,1,0,2,0,3,1,4,7,4,1,3,5,22.0,3,2,583,3,3,2,78,73,0,0,0,0,0,0,0,11,213250,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
543,120,5,34.0,4058,2,0,0,0,0,0,0,NAmes,0,0,1,2.0,7,5,22,22,2,3,6,6,3,182.0,3,3,6,4,3,3,6,584,2,139,0,723,4,5,1,5,767,0,0,767,1,0,1,0,1,1,3,4,0,0,0,5,22.0,3,1,367,3,3,2,120,40,0,0,0,0,0,0,0,13,133000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
544,60,6,58.0,17104,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,7,5,14,14,2,3,11,11,2,0.0,4,3,6,4,4,3,6,554,1,0,100,654,4,5,1,5,664,832,0,1496,1,0,2,1,3,1,4,7,0,1,4,5,14.0,2,2,426,3,3,2,100,24,0,0,0,0,0,0,0,14,179665,9.346368846857985,0,0,0,1.0,0,0,0,0,0,1
545,50,6,0.0,13837,2,0,1,0,0,1,0,NWAmes,0,0,4,3.0,7,5,32,32,2,3,7,7,3,178.0,4,4,6,4,4,1,6,1002,2,202,0,1204,4,4,1,5,1377,806,0,2183,0,0,2,1,4,1,4,9,0,0,0,5,32.0,1,3,786,3,3,2,0,0,0,0,0,0,0,0,0,14,229000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
546,50,6,70.0,8737,2,0,1,1,0,0,0,BrkSide,0,0,4,3.0,6,7,97,70,2,3,10,5,2,0.0,3,3,2,4,3,1,3,300,1,0,765,1065,4,5,1,4,915,720,0,1635,0,0,1,1,3,1,3,6,0,1,4,2,70.0,1,2,440,3,3,2,0,38,0,144,0,0,0,0,0,13,210000,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
547,85,6,54.0,7244,2,0,0,0,0,0,0,Mitchel,0,0,4,2.0,5,7,50,50,2,3,11,11,2,0.0,3,4,4,4,3,3,5,619,1,0,149,768,4,5,1,5,768,0,0,768,1,0,1,0,2,1,3,5,0,0,0,2,33.0,1,2,624,3,3,2,104,0,0,0,0,0,0,0,0,13,129500,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
548,20,8,49.0,8235,2,0,1,2,0,0,0,OldTown,-1,-1,4,6.0,5,7,65,25,2,3,6,6,2,0.0,3,4,4,3,3,1,2,180,3,645,0,825,4,3,1,5,825,0,0,825,1,0,1,0,2,1,3,4,0,0,0,2,57.0,2,2,720,3,3,2,140,50,0,0,0,0,0,3,0,12,125000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
549,60,3,75.0,9375,2,0,0,0,0,0,0,Somerst,0,0,4,7.0,7,5,17,16,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,912,912,4,5,1,5,912,1182,0,2094,0,0,2,1,4,1,4,8,0,1,4,6,17.0,3,2,615,3,3,2,182,182,0,0,0,0,0,0,0,11,263000,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
550,120,6,53.0,4043,2,0,0,0,0,0,0,NPkVill,0,0,1,6.0,6,6,43,43,2,3,9,9,2,0.0,3,3,4,4,3,1,5,559,1,0,510,1069,4,3,1,5,1069,0,0,1069,0,0,2,0,2,1,3,4,0,0,0,5,43.0,2,2,440,3,3,2,0,55,0,0,200,0,0,0,0,12,140000,257.23668357399214,0,0,0,0.0,1,0,0,0,0,0
551,20,8,50.0,6000,2,0,0,0,0,0,0,OldTown,0,0,4,6.0,5,6,63,63,5,3,10,10,2,0.0,3,3,4,3,3,1,3,308,1,0,620,928,4,4,1,4,928,0,0,928,0,0,1,0,3,1,3,5,0,0,0,5,63.0,3,1,288,3,3,2,0,0,0,0,0,0,0,0,0,12,112500,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
552,20,6,87.0,11146,2,0,1,0,0,0,0,NridgHt,0,0,4,6.0,8,5,14,14,2,3,11,11,4,250.0,4,3,6,5,3,3,1,0,1,0,1709,1709,4,5,1,5,1717,0,0,1717,0,0,2,0,3,1,4,7,0,1,4,5,14.0,2,3,908,3,3,2,169,39,0,0,0,0,0,0,0,11,255500,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
553,20,6,67.0,8777,2,0,0,0,0,0,0,Edwards,-1,0,4,6.0,4,5,71,17,2,3,11,11,2,0.0,3,3,4,0,0,0,0,0,0,0,0,0,4,5,1,5,1126,0,0,1126,0,0,2,0,2,1,4,5,0,0,0,2,18.0,3,2,520,3,3,0,0,96,0,0,0,0,0,3,0,11,108000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
554,60,6,85.0,10625,2,0,0,0,0,0,0,NridgHt,0,0,4,7.0,7,5,17,16,2,3,11,11,3,292.0,4,3,6,4,3,1,6,866,1,0,132,998,4,5,1,5,1006,1040,0,2046,1,0,2,1,3,1,4,8,0,1,4,6,17.0,2,3,871,3,3,2,320,62,0,0,0,0,0,0,0,12,284000,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
555,45,8,58.0,6380,2,0,0,0,0,0,0,BrkSide,0,0,4,1.5,5,6,98,70,2,3,6,6,2,0.0,3,3,2,3,2,1,1,0,1,0,993,993,4,3,1,4,1048,0,0,1048,0,0,1,0,2,1,3,5,0,1,4,2,98.0,1,1,280,3,3,2,0,0,116,0,0,0,0,0,0,14,113000,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
556,20,6,69.0,14850,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,5,5,63,63,2,3,5,5,2,0.0,3,3,4,3,3,1,3,895,1,0,197,1092,4,3,1,4,1092,0,0,1092,1,0,1,0,2,1,3,6,0,1,3,5,63.0,3,1,299,3,3,2,268,0,0,0,122,0,0,1,0,14,141000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
557,50,2,60.0,11040,2,0,0,3,0,0,1,IDOTRR,0,0,4,3.0,4,6,100,70,2,3,6,6,2,0.0,3,3,4,3,3,1,3,637,1,0,0,637,4,4,1,5,897,439,0,1336,0,0,1,1,3,1,3,7,0,0,0,1,26.0,1,1,570,3,3,2,0,47,120,0,0,0,0,0,0,14,108000,0.5643015614419563,0,0,0,0.0,0,0,0,0,1,0
558,60,6,57.0,21872,2,0,2,2,0,3,0,Gilbert,0,0,4,7.0,7,5,24,23,2,3,7,7,2,0.0,3,3,6,4,3,4,6,604,1,0,125,729,4,5,1,5,729,717,0,1446,0,1,2,1,3,1,3,6,0,1,3,5,24.0,1,2,406,3,3,2,264,22,0,0,0,0,0,0,0,12,175000,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
559,120,6,0.0,3196,2,0,0,0,0,0,0,Blmngtn,0,0,1,6.0,7,5,17,16,2,3,11,11,3,18.0,4,3,6,4,3,4,1,0,1,0,1374,1374,4,5,1,5,1557,0,0,1557,0,0,2,0,2,1,4,7,0,1,3,5,17.0,3,2,420,3,3,2,143,20,0,0,0,0,0,0,0,14,234000,3.2629618173985437,0,0,0,0.0,0,0,0,0,1,0
560,20,6,0.0,11341,2,0,1,0,0,0,0,Sawyer,0,0,4,6.0,5,6,63,24,5,3,5,5,3,180.0,3,3,4,4,3,1,5,1302,1,0,90,1392,4,3,1,5,1392,0,0,1392,1,0,1,1,3,1,3,5,3,1,4,2,63.0,1,2,528,3,3,2,0,0,0,0,95,0,0,0,0,10,121500,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
561,20,6,77.0,10010,2,0,0,0,0,0,1,Mitchel,0,0,4,6.0,5,5,46,45,2,3,7,7,2,0.0,3,3,4,4,3,3,5,1071,2,123,195,1389,4,4,1,5,1389,0,0,1389,1,0,1,0,2,1,3,6,0,1,3,5,45.0,2,2,418,3,3,2,240,38,0,0,0,0,0,0,0,14,170000,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
562,30,6,63.0,13907,2,0,0,0,0,0,0,Edwards,0,0,4,6.0,5,6,80,51,2,3,8,8,2,0.0,3,3,4,3,3,1,4,290,1,0,706,996,4,5,1,5,996,0,0,996,1,0,1,0,3,1,3,6,0,1,4,0,,0,0,0,0,0,2,144,0,0,0,0,0,0,0,0,12,108000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
563,50,6,66.0,21780,2,0,0,0,0,0,0,Edwards,0,0,4,3.0,6,7,102,70,2,3,5,5,2,0.0,3,3,2,4,3,2,1,0,1,0,1163,1163,4,5,1,5,1163,511,0,1674,0,0,2,0,4,1,3,8,0,1,4,2,65.0,3,2,396,3,3,0,72,36,0,0,144,0,0,0,0,12,185000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
564,60,6,0.0,13346,2,0,1,0,0,2,0,NoRidge,0,0,4,7.0,7,5,28,20,2,3,7,7,2,0.0,4,3,6,4,3,1,6,728,1,0,367,1095,4,5,1,5,1166,1129,0,2295,1,0,2,1,4,1,4,9,0,1,3,5,28.0,2,2,590,3,3,2,0,40,0,0,0,0,0,0,0,14,268000,4.8323299181983845,0,0,0,0.0,0,0,0,0,1,0
565,70,6,66.0,6858,2,0,0,1,0,1,0,SWISU,0,0,4,7.0,6,4,105,70,2,3,5,5,2,0.0,3,3,6,4,3,1,1,0,1,0,806,806,4,3,0,3,841,806,0,1647,1,0,1,1,4,1,2,6,0,0,0,2,100.0,1,1,216,3,3,2,0,66,136,0,0,0,0,0,0,10,128000,2.257674535184765,0,0,0,0.0,0,0,0,0,1,0
566,60,6,77.0,11198,2,0,1,0,0,0,0,StoneBr,0,0,4,7.0,9,5,15,13,5,3,11,11,3,245.0,4,3,6,4,4,1,1,0,1,0,1122,1122,4,5,1,5,1134,1370,0,2504,0,0,2,1,4,1,5,11,0,1,4,6,15.0,3,3,656,3,3,2,144,39,0,0,0,0,0,0,0,12,325000,4.054695471861146,0,0,0,0.0,0,0,0,0,1,0
567,20,6,70.0,10171,2,0,1,0,0,0,0,NridgHt,0,0,4,6.0,7,5,16,16,2,3,11,11,3,168.0,4,3,6,4,3,1,6,2,1,0,1515,1517,4,5,1,5,1535,0,0,1535,0,0,2,0,3,1,4,7,0,0,0,5,16.0,2,2,532,3,3,2,0,0,0,0,0,0,0,0,0,10,214000,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
568,50,6,79.0,12327,2,0,1,3,0,0,1,SawyerW,0,0,4,3.0,8,8,37,11,2,3,5,5,2,0.0,4,3,4,4,3,4,6,1441,1,0,55,1496,4,5,1,5,1496,636,0,2132,1,0,1,1,1,1,4,5,2,1,4,6,37.0,3,2,612,4,3,2,349,40,0,0,0,0,0,0,0,11,316600,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
569,90,6,0.0,7032,2,0,1,0,0,1,0,NAmes,0,0,2,2.0,5,5,41,41,2,3,6,6,2,0.0,3,3,4,4,3,4,6,943,1,0,0,943,4,3,1,5,943,0,0,943,1,0,1,0,2,1,3,4,0,2,3,2,41.0,1,2,600,3,3,2,42,0,0,0,0,0,0,0,0,14,135960,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
570,90,6,74.0,13101,2,0,1,0,0,0,0,NAmes,0,0,2,6.0,5,5,55,55,2,3,7,7,3,108.0,3,3,4,3,3,1,2,231,1,0,1497,1728,4,3,1,5,1728,0,0,1728,0,0,2,0,6,2,3,10,0,0,0,2,33.0,1,2,576,3,3,2,0,0,0,0,0,0,0,0,0,12,142600,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
571,20,6,60.0,7332,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,6,61,61,2,3,8,8,3,207.0,3,3,4,3,3,1,4,414,1,0,450,864,4,5,1,5,864,0,0,864,1,0,1,0,2,1,4,4,0,0,0,5,61.0,1,1,288,3,3,2,168,0,0,0,0,0,0,0,0,14,120000,6.7699506878762605,0,0,0,0.0,1,0,0,0,0,0
572,60,6,83.0,13159,2,0,1,2,0,1,0,Timber,0,0,4,7.0,7,5,11,11,2,3,11,11,2,0.0,3,3,6,5,3,3,1,0,1,0,846,846,4,4,1,5,846,846,0,1692,0,0,2,1,3,1,4,6,0,0,0,5,11.0,2,2,650,3,3,2,208,114,0,0,0,0,0,0,0,11,224500,3.9862182757186897,0,0,0,1.0,0,0,0,0,0,1
573,80,6,76.0,9967,2,0,1,0,0,0,0,Gilbert,0,0,4,4.0,7,5,20,20,2,3,11,11,2,0.0,3,3,6,4,3,1,1,0,1,0,384,384,4,5,1,5,774,656,0,1430,0,0,2,1,3,1,3,8,0,1,3,6,20.0,2,2,400,3,3,2,100,0,0,0,0,0,0,0,0,13,170000,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
574,80,6,70.0,10500,2,0,0,0,0,3,0,NAmes,0,0,4,4.0,5,7,49,15,1,3,6,2,3,82.0,3,3,4,3,3,3,5,349,1,0,23,372,4,3,1,5,576,533,0,1109,0,1,1,0,3,1,3,5,0,0,0,6,49.0,1,1,288,3,3,2,35,0,0,0,0,0,0,2,0,13,139000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
575,50,6,80.0,8480,2,0,0,0,0,0,0,NAmes,0,0,4,3.0,5,5,73,70,2,3,6,6,2,0.0,3,3,4,3,3,1,3,442,1,0,390,832,4,3,1,5,832,384,0,1216,0,0,1,0,2,1,3,6,0,0,0,2,73.0,1,1,336,3,3,2,158,0,102,0,0,0,0,0,0,12,118500,6.7699506878762605,0,0,0,0.0,1,0,0,0,0,0
576,50,6,52.0,6292,2,0,0,0,0,0,0,SWISU,0,0,4,3.0,7,7,92,70,2,3,5,5,2,0.0,3,3,2,3,3,1,1,0,1,0,861,861,4,4,1,5,877,600,0,1477,0,1,2,0,3,1,3,6,0,1,4,2,92.0,1,1,216,3,3,2,0,50,0,0,0,0,0,0,0,11,145000,2.257674535184765,0,0,0,0.0,0,0,0,0,1,0
577,80,6,96.0,11777,2,0,1,0,0,0,0,Sawyer,0,0,4,4.0,5,6,54,54,2,3,11,11,3,97.0,3,3,4,3,3,3,2,328,5,551,285,1164,4,5,1,5,1320,0,0,1320,1,0,1,0,3,1,3,6,0,2,2,5,54.0,2,2,564,3,3,2,160,68,240,0,0,0,0,0,0,14,164500,4.9649151989870015,0,0,0,0.0,1,0,0,0,0,0
578,160,3,34.0,3604,2,2,0,0,0,1,0,Somerst,0,0,1,7.0,7,5,13,13,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,689,689,4,5,1,5,703,689,0,1392,0,0,2,0,2,1,4,5,0,0,0,2,13.0,1,2,540,3,3,2,0,102,0,0,0,0,0,0,0,12,146000,3.1800075924453686,0,0,0,0.0,1,0,0,0,0,0
579,50,8,81.0,12150,2,1,0,0,0,0,0,OldTown,0,0,4,3.0,5,5,66,66,2,3,6,6,3,335.0,3,3,2,3,3,1,1,0,1,0,1050,1050,4,5,0,3,1050,745,0,1795,0,0,2,0,4,1,3,7,0,0,0,5,66.0,1,1,352,2,3,2,0,0,0,0,0,0,0,0,0,12,131500,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
580,20,6,0.0,14585,2,0,1,0,0,2,0,NAmes,0,0,4,6.0,6,6,60,33,2,3,5,5,3,85.0,3,3,4,3,3,1,4,594,3,219,331,1144,4,5,1,5,1429,0,0,1429,0,1,1,0,3,1,4,7,0,2,4,5,60.0,1,2,572,3,3,2,216,110,0,0,0,0,0,0,0,13,181900,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
581,20,6,98.0,12704,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,8,5,12,11,5,3,11,11,3,306.0,5,3,6,5,3,1,1,0,1,0,2042,2042,4,5,1,5,2042,0,0,2042,0,0,2,1,3,1,5,8,0,1,4,5,11.0,2,3,1390,3,3,2,0,90,0,0,0,0,0,0,0,11,253293,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
582,90,6,81.0,11841,1,0,0,0,0,0,0,Edwards,0,0,2,2.0,6,5,30,30,2,3,7,7,3,104.0,3,4,4,4,3,3,6,816,1,0,0,816,4,3,1,5,816,0,0,816,1,0,1,0,3,1,3,5,0,0,0,0,,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,13,118500,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
583,75,8,75.0,13500,2,0,0,0,0,0,0,OldTown,-1,1,4,7.5,10,9,127,20,2,3,5,5,2,0.0,5,5,2,3,3,1,1,0,1,0,1237,1237,4,4,1,5,1521,1254,0,2775,0,0,3,1,3,1,4,9,0,1,4,2,32.0,1,2,880,4,3,2,105,502,0,0,0,0,0,0,0,12,325000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
584,50,8,51.0,6120,2,0,0,0,0,0,0,BrkSide,0,0,4,3.0,4,7,85,25,2,3,3,3,2,0.0,3,3,2,3,3,1,1,0,1,0,884,884,4,5,1,5,989,584,0,1573,0,0,1,0,3,1,4,6,0,0,0,2,85.0,1,1,240,3,3,2,0,0,54,0,120,0,0,0,0,11,133000,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
585,20,6,88.0,11443,2,0,0,0,0,0,0,Timber,0,0,4,6.0,8,5,15,14,5,3,11,11,3,208.0,4,3,6,5,3,4,6,1460,1,0,408,1868,4,5,1,5,2028,0,0,2028,1,0,2,0,2,1,4,7,0,2,4,5,15.0,2,3,880,3,3,2,326,66,0,0,0,0,0,0,0,14,369900,3.9862182757186897,0,0,0,1.0,0,0,0,0,0,1
586,30,6,55.0,10267,2,0,0,0,0,0,0,BrkSide,-1,0,4,6.0,6,7,102,20,2,3,4,8,2,0.0,3,4,2,3,4,2,3,210,5,606,0,816,4,5,1,5,838,0,0,838,1,0,1,0,2,1,2,5,0,0,0,2,59.0,3,1,275,3,3,0,0,0,112,0,0,0,0,1,0,12,130000,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
587,85,6,74.0,8740,2,0,1,0,0,0,0,Sawyer,0,0,4,2.0,5,6,38,38,5,3,7,7,2,0.0,3,3,4,3,3,3,5,672,1,0,168,840,4,3,1,5,860,0,0,860,1,0,1,0,2,1,3,4,0,0,0,2,24.0,1,2,528,3,3,2,0,0,0,0,0,0,0,0,0,11,137000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
588,20,6,65.0,25095,2,0,1,3,0,0,2,ClearCr,0,0,4,6.0,5,8,52,17,4,1,5,5,2,0.0,3,3,4,3,3,4,6,1324,1,0,113,1437,4,5,1,5,1473,0,0,1473,2,0,1,0,1,1,5,5,0,2,4,5,52.0,1,1,452,3,3,2,0,48,0,0,60,0,0,0,0,11,143000,29.58123404832435,0,0,0,0.0,0,0,0,0,0,1
589,40,8,50.0,9100,2,0,0,0,0,0,0,BrkSide,-1,-1,4,6.0,5,6,90,60,2,3,11,11,2,0.0,3,3,2,3,3,1,1,0,1,0,742,742,4,3,1,4,779,0,156,935,0,0,1,0,2,1,3,4,0,0,0,2,32.0,1,1,308,3,3,1,0,0,0,0,0,0,0,0,600,12,79500,0.0578043829422743,0,0,1,0.0,0,0,0,0,1,0
590,60,6,64.0,8320,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,7,5,16,16,2,3,11,11,2,0.0,4,3,6,4,3,1,6,490,1,0,280,770,4,5,1,5,770,812,0,1582,0,0,2,1,3,1,4,6,0,0,0,5,16.0,2,2,520,3,3,2,0,45,0,0,0,0,0,0,0,12,185900,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
591,60,6,97.0,13478,2,0,1,0,0,1,0,NridgHt,0,0,4,7.0,10,5,12,12,2,3,12,12,4,420.0,5,3,6,5,3,4,6,1338,1,0,384,1722,4,5,1,5,1728,568,0,2296,1,0,2,1,3,1,5,10,0,1,4,6,12.0,2,3,842,3,3,2,382,274,0,0,0,0,0,0,0,11,451950,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
