,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,MiscVal
895,7056,57,57,415.0,400,0,380,780,813,1796,483,0,0
896,8765,84,70,0.0,285,0,666,951,0,951,327,0,0
897,7018,41,41,0.0,0,0,0,0,1120,2240,528,154,0
898,12919,11,10,760.0,2188,0,142,2330,0,2364,820,0,0
899,6993,59,26,0.0,465,0,447,912,0,1236,288,0,0
900,7340,49,49,0.0,322,0,536,858,0,858,684,0,0
901,8712,63,20,0.0,860,0,132,992,0,1306,756,0,0
902,7875,17,17,0.0,0,0,783,783,702,1509,393,0,0
903,14859,14,14,27.0,0,0,1670,1670,0,1670,690,144,0
904,6173,53,53,75.0,599,0,277,876,0,902,288,0,0
905,9920,66,66,110.0,354,290,412,1056,0,1063,280,0,0
906,13501,14,14,208.0,63,0,1560,1623,0,1636,865,0,0
907,11500,84,33,0.0,223,0,794,1017,1037,2057,180,0,0
908,8885,37,37,0.0,301,324,239,864,0,902,484,164,0
909,12589,15,15,0.0,0,0,742,742,742,1484,390,36,0
910,11600,60,60,361.0,443,0,662,1105,1169,2274,480,0,0
911,9286,43,31,0.0,196,0,1072,1268,0,1268,252,173,0
912,6120,95,70,0.0,489,0,279,768,0,1015,450,0,620
913,6270,71,70,0.0,284,0,717,1001,1001,2002,871,0,0
914,3000,11,11,76.0,294,0,318,612,612,1224,528,0,0
915,2001,50,50,80.0,0,0,546,546,546,1092,286,0,0
916,9000,71,70,0.0,50,0,430,480,0,480,308,0,0
917,17140,64,64,0.0,1059,0,75,1134,0,1229,284,0,0
918,13125,29,29,0.0,48,634,422,1104,1215,2127,833,72,0
919,11029,62,18,0.0,528,411,245,1184,0,1414,601,0,0
920,8462,26,26,105.0,814,0,114,928,785,1721,471,300,0
922,10237,15,14,0.0,28,0,1288,1316,0,1316,397,100,0
923,8012,27,26,0.0,165,841,598,1604,0,1617,533,0,0
924,10240,40,40,157.0,625,1061,0,1686,0,1686,612,384,0
925,15611,43,43,0.0,767,93,266,1126,0,1126,540,180,0
926,11999,17,16,340.0,0,0,1181,1181,1140,2374,656,104,0
927,9900,52,52,342.0,552,0,280,832,880,1978,486,0,0
928,11838,19,19,0.0,0,0,1753,1753,0,1788,522,202,0
929,13006,23,23,285.0,0,0,964,964,1243,2236,642,0,0
930,8925,13,13,0.0,16,0,1450,1466,0,1466,610,100,0
931,9100,55,55,0.0,338,466,121,925,0,925,429,0,0
932,11670,14,14,302.0,0,0,1905,1905,0,1905,788,0,0
933,8487,16,16,210.0,20,0,1480,1500,0,1500,570,192,0
934,27650,60,13,0.0,425,0,160,585,0,2069,505,0,0
935,5825,94,67,108.0,0,0,600,600,0,747,528,0,0
937,9675,15,15,0.0,341,0,772,1113,858,1971,689,0,0
938,8760,14,14,0.0,464,0,927,1391,571,1962,868,0,0
939,24090,80,70,0.0,0,0,1032,1032,1196,2403,349,56,0
940,12640,44,44,0.0,936,396,396,1728,0,1728,574,40,0
941,8755,21,21,298.0,772,0,220,992,1038,2060,390,0,0
943,25000,53,53,0.0,0,0,1632,1632,0,1632,576,0,0
944,14375,62,62,541.0,111,354,354,819,0,1344,525,0,0
945,8820,130,24,0.0,1088,0,0,1088,561,1869,456,48,0
946,8163,61,61,128.0,748,294,102,1144,0,1144,796,86,0
947,14536,18,17,236.0,1300,0,316,1616,0,1629,808,0,0
948,14006,18,18,144.0,0,0,936,936,840,1776,474,144,0
949,9360,48,14,0.0,982,0,179,1161,0,1381,676,0,0
950,7200,70,18,0.0,398,149,317,864,0,864,720,194,0
951,7800,55,55,0.0,641,0,187,828,0,965,300,421,0
952,7200,48,17,0.0,660,0,108,768,0,768,396,192,0
953,11075,51,51,232.0,562,193,29,784,800,1968,530,305,400
955,7136,74,70,423.0,484,0,495,979,979,1958,492,0,0
956,1300,40,40,0.0,285,0,276,561,668,1229,462,150,0
957,7420,58,58,0.0,417,0,640,1057,0,1057,576,0,0
958,8450,17,17,0.0,699,0,638,1337,0,1337,531,0,0
959,2572,21,21,0.0,604,0,92,696,720,1416,484,0,0
961,12227,43,25,424.0,896,0,434,1330,1330,2872,619,550,0
962,2308,44,44,0.0,556,0,248,804,744,1548,440,48,0
963,11923,13,13,0.0,0,0,1800,1800,0,1800,702,288,0
964,11316,18,17,44.0,624,0,193,817,1070,1894,510,0,0
965,10237,15,13,0.0,0,0,783,783,701,1484,393,0,0
966,9600,80,70,0.0,428,0,300,728,332,1308,256,0,0
967,7390,65,65,151.0,902,0,196,1098,0,1098,260,0,0
969,10382,62,62,105.0,513,0,75,588,0,1095,264,0,0
971,2268,17,16,106.0,567,0,197,764,862,1626,474,0,0
972,7892,41,41,0.0,0,0,918,918,0,918,264,28,0
974,11414,110,27,0.0,0,0,728,728,883,2019,532,509,0
975,2651,20,20,0.0,641,0,32,673,709,1382,490,153,0
978,9450,66,66,0.0,552,0,342,894,0,894,400,0,0
979,8816,57,57,0.0,651,0,470,1121,0,1121,480,0,0
980,12122,59,13,210.0,867,0,77,944,0,999,588,144,0
981,12203,22,21,975.0,854,0,371,1225,1336,2612,676,250,0
982,3182,13,13,16.0,0,0,1266,1266,0,1266,388,100,0
983,11250,18,18,0.0,0,0,1128,1128,1141,2290,779,0,0
984,10125,43,43,0.0,0,0,0,0,432,1734,539,0,0
985,10880,70,70,0.0,1040,0,124,1164,0,1164,240,0,0
986,5310,110,17,0.0,0,0,485,485,634,1635,255,394,0
987,10159,11,10,450.0,1646,0,284,1930,0,1940,606,168,0
988,12046,44,44,298.0,156,0,692,848,912,2030,551,0,0
989,8125,14,14,0.0,0,0,770,770,798,1576,614,0,0
990,9452,23,22,423.0,1074,0,322,1396,985,2392,870,0,0
991,17671,138,34,0.0,216,0,700,916,826,1742,424,0,0
992,9760,56,27,340.0,536,117,169,822,831,1851,440,239,0
993,8846,15,14,0.0,0,0,750,750,750,1500,564,0,0
994,12456,14,13,230.0,1172,0,528,1700,0,1718,786,216,0
995,4712,74,70,0.0,384,0,363,747,456,1230,305,0,0
996,10659,59,59,0.0,915,0,135,1050,0,1050,368,0,0
997,11717,50,50,571.0,0,0,1442,1442,0,1442,615,371,0
998,9786,98,70,0.0,0,0,1007,1007,0,1077,210,0,0
999,6762,14,14,24.0,686,0,501,1187,0,1208,632,105,0
1000,10206,68,68,0.0,0,0,0,0,0,944,528,0,0
1001,5400,100,70,0.0,0,0,691,691,0,691,216,0,0
1002,11957,14,14,53.0,24,0,1550,1574,0,1574,824,144,0
1003,11500,44,44,164.0,0,0,1680,1680,0,1680,528,0,0
1004,3182,15,14,16.0,16,0,1330,1346,0,1504,457,156,0
1005,8385,43,43,220.0,595,0,390,985,0,985,328,210,0
1006,12155,50,50,0.0,1237,0,420,1657,0,1657,484,0,0
1007,2217,50,50,0.0,273,273,0,546,546,1092,286,238,0
1008,12118,16,15,108.0,0,0,1710,1710,0,1710,550,100,0
1010,21286,72,70,0.0,0,0,720,720,551,1271,312,0,0
1012,10592,97,24,0.0,0,0,602,602,602,1502,180,96,0
1013,7200,110,14,0.0,247,465,310,1022,0,1022,280,0,0
1014,11664,72,70,206.0,336,0,746,1082,0,1082,240,0,0
1015,8400,19,19,0.0,643,0,167,810,855,1665,528,0,0
1016,11883,24,24,196.0,690,0,814,1504,0,1504,478,115,0
1017,5814,36,36,0.0,1036,0,184,1220,0,1360,565,63,0
1018,10784,29,28,76.0,0,0,384,384,670,1472,402,164,0
1019,3013,15,15,145.0,16,0,1346,1362,0,1506,440,142,0
1020,7024,15,15,0.0,1024,0,108,1132,0,1132,451,252,0
