,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,SalePrice
747,7,140,17,4,3,1240,1320,2640,1,4,8,4,1,4,864,265979
748,7,24,24,4,4,1720,1720,1720,2,4,7,3,3,2,527,260400
749,4,75,70,3,0,0,1088,1529,2,3,9,0,1,1,240,98000
750,4,110,16,3,3,576,792,1140,1,3,7,0,0,0,0,96500
751,7,17,17,4,4,660,660,1320,2,4,6,0,3,2,400,162000
752,6,23,23,3,4,1479,1494,1494,2,4,6,0,2,2,576,217000
753,8,15,15,4,4,1030,1038,2098,2,5,8,4,2,3,878,275500
754,6,51,15,3,3,1026,1026,1026,1,4,5,0,2,2,440,156000
755,6,21,21,3,4,729,742,1471,2,3,6,0,1,2,440,172500
756,8,13,13,4,4,866,866,1768,2,4,7,0,2,2,578,212000
757,6,42,42,3,3,672,672,1386,2,3,6,3,3,2,440,158900
758,7,21,21,3,4,744,757,1501,2,3,6,0,1,2,440,179400
759,8,25,25,4,4,1318,1328,2531,2,4,9,3,2,3,752,290000
760,6,61,61,3,3,864,864,864,1,3,5,0,1,1,300,127500
761,5,96,70,3,3,1145,1301,1301,1,2,5,0,1,2,440,100000
762,7,11,11,3,4,756,764,1547,2,4,7,0,1,2,614,215200
763,8,21,21,4,4,1252,1268,2365,2,4,8,4,2,3,856,337000
764,8,25,24,4,4,1494,1494,1494,1,5,6,4,3,2,481,270000
765,9,12,12,4,4,1498,1506,1506,2,5,6,4,3,2,592,264132
766,7,32,32,3,4,980,980,1714,2,3,7,3,1,2,496,196500
767,6,80,35,3,4,983,983,1750,2,3,7,0,1,1,423,160000
768,7,16,15,4,4,1860,1836,1836,2,4,8,4,3,2,484,216837
769,8,17,17,5,4,1650,1690,3279,3,5,12,4,3,3,841,538000
770,5,38,38,3,4,858,858,858,1,3,5,0,1,2,576,134900
771,4,69,69,3,2,836,1220,1220,1,3,6,0,1,2,396,102000
772,6,44,44,3,3,1029,1117,1117,1,3,6,3,1,2,672,107000
773,5,62,62,3,3,912,912,912,1,3,5,0,2,1,275,114500
774,8,14,14,4,4,1935,1973,1973,2,4,9,4,3,3,895,395000
775,6,22,22,3,5,1204,1204,1204,2,3,5,0,3,2,412,162000
776,7,15,14,4,4,1614,1614,1614,2,4,7,0,2,3,865,221500
777,5,46,46,3,3,864,894,894,1,3,5,2,1,2,440,142500
778,5,43,43,3,0,0,2020,2020,2,3,10,3,1,2,630,144000
779,6,43,43,3,4,975,1004,1004,1,3,4,0,1,2,504,135000
780,7,25,24,3,4,1237,1253,1253,2,3,6,3,3,2,402,176000
781,6,28,28,4,4,761,810,1603,2,4,7,0,2,2,484,175900
782,7,19,18,4,4,1413,1430,1430,2,4,6,0,2,2,605,187100
783,5,42,42,3,4,1097,1110,1110,1,4,4,3,3,2,602,165500
784,6,106,19,3,3,742,742,1484,2,3,9,4,0,0,0,128000
785,6,53,53,3,3,1372,1342,1342,2,3,7,4,1,2,457,161500
786,5,105,70,3,2,686,966,1652,2,3,7,0,1,1,416,139000
787,7,16,16,4,4,956,956,2084,2,4,8,0,2,2,618,233000
788,4,66,20,3,3,901,901,901,1,3,4,0,1,1,281,107900
789,6,54,13,3,3,832,976,2087,2,4,9,0,3,2,444,187500
790,7,15,14,4,4,1145,1145,1145,2,4,5,4,3,2,397,160200
791,6,44,44,3,4,1029,1062,1062,1,3,5,3,2,2,539,146800
792,7,24,23,4,4,1117,1127,2013,2,3,8,3,1,2,455,269790
793,8,13,13,4,4,1496,1496,1496,2,4,7,0,3,2,474,225000
794,7,26,24,4,4,712,1086,1895,2,4,7,3,3,2,409,194500
795,6,40,39,3,4,650,888,1564,2,3,7,3,1,2,476,171000
796,6,43,43,3,3,660,1285,1285,1,3,7,3,2,2,528,143500
797,5,67,67,3,3,773,773,773,1,3,4,0,1,1,240,110000
798,9,12,11,5,5,1926,1966,3140,3,5,11,4,3,3,820,485000
799,5,83,70,3,4,731,981,1768,1,4,7,3,1,1,240,175000
800,6,23,23,3,4,616,616,1688,2,4,8,0,2,2,603,200000
801,4,104,30,3,3,1196,1196,1196,1,3,5,0,1,2,440,109900
802,7,15,15,4,4,728,728,1456,2,4,7,4,3,2,410,189000
803,9,12,11,5,5,1734,1734,2822,3,5,12,4,2,3,1020,582933
804,5,66,66,3,3,936,1128,1128,1,3,5,0,1,1,286,118000
805,7,12,12,4,4,1417,1428,1428,2,5,6,0,2,2,554,227680
806,5,53,53,3,3,980,980,980,2,3,6,0,3,1,384,135500
807,5,97,16,3,3,1324,1072,1576,1,4,6,3,2,2,528,223500
808,5,54,54,3,3,1024,1086,1086,1,3,6,4,2,2,484,159950
809,5,122,55,3,3,849,1075,2138,2,3,11,0,1,2,360,106000
810,6,46,21,3,3,1040,1309,1309,1,4,5,2,2,2,484,181000
811,6,16,16,4,4,848,848,848,1,4,4,4,3,2,420,144500
812,5,68,68,2,3,540,1044,1044,1,2,4,0,1,2,504,55993
813,6,62,62,3,3,1442,1442,1442,1,3,7,0,2,1,301,157900
814,5,102,70,3,3,686,686,1250,1,2,7,0,1,1,280,116000
815,7,22,22,3,4,1649,1661,1661,2,4,6,0,2,2,598,224900
816,5,66,66,3,3,1008,1008,1008,1,3,4,4,2,1,275,137000
817,8,18,18,4,4,1568,1689,1689,2,4,7,4,2,3,857,271000
818,6,49,49,3,3,1010,1052,1052,1,3,6,0,1,2,440,155000
819,7,11,10,4,4,1358,1358,1358,2,4,6,4,2,2,484,224000
820,7,17,17,4,4,798,798,1640,2,4,6,0,2,2,595,183000
821,4,67,67,2,2,936,936,936,1,3,4,0,1,2,576,93000
822,7,17,17,4,4,847,847,1733,2,4,7,4,3,2,433,225000
823,6,80,70,3,3,778,944,1489,2,3,7,4,1,1,240,139500
824,8,14,14,4,4,1489,1489,1489,2,4,7,4,2,2,776,232600
825,10,13,12,5,5,2078,2084,2084,2,5,7,4,3,3,1220,385000
826,5,96,70,3,3,784,784,784,1,4,5,0,0,0,0,109500
827,7,19,19,4,4,1454,1434,1434,2,4,6,3,2,2,527,189000
828,5,53,53,3,3,1013,1160,2126,2,3,7,0,3,2,538,185000
829,7,15,15,4,4,600,520,1223,2,4,4,0,2,2,480,147400
830,6,63,63,3,3,1392,1392,1392,1,3,6,4,2,2,458,166000
831,7,15,15,3,4,600,520,1200,2,4,4,0,2,2,480,151000
832,7,17,17,4,4,941,941,1829,2,4,7,3,2,2,613,237000
833,6,56,56,3,3,1516,1516,1516,1,3,6,0,2,2,472,167000
834,5,59,59,3,3,1144,1144,1144,1,3,6,0,1,2,456,139950
835,4,70,25,3,4,1067,1067,1067,2,4,4,0,1,2,436,128000
836,5,72,47,3,3,1559,1559,1559,1,3,5,0,1,2,812,153500
837,6,47,47,3,3,483,483,987,1,3,5,0,1,1,264,100000
838,5,25,14,3,4,1099,1099,1099,1,4,6,0,1,1,352,144000
839,5,74,25,3,3,768,768,1200,1,3,6,0,1,1,240,130500
840,6,95,70,3,3,672,810,1482,2,2,7,0,1,1,400,140000
841,5,116,18,3,3,650,958,1539,2,4,8,1,1,2,686,157500
842,6,54,54,3,3,1127,1165,1165,1,3,6,0,2,2,490,174900
843,5,59,59,3,3,1800,1800,1800,2,3,10,0,0,0,0,141000
844,5,105,70,3,3,876,876,1416,1,3,7,4,1,3,720,153900
845,5,45,39,3,4,1390,1701,1701,2,3,6,3,3,2,611,171000
846,7,27,27,4,4,740,1006,1775,2,4,7,3,1,2,425,213000
847,5,48,48,3,3,864,864,864,1,3,5,2,1,1,338,133500
848,6,112,23,3,3,907,1307,2358,3,3,10,4,1,2,360,240000
849,6,44,26,4,3,528,1094,1855,2,3,7,3,2,2,512,187000
850,6,17,17,4,4,848,848,848,1,4,3,0,3,2,420,131500
851,8,17,17,4,4,1273,1456,1456,2,4,7,3,3,2,400,215000
852,7,79,70,3,3,918,918,1646,2,3,7,4,1,1,240,164000
853,6,56,56,3,3,1127,1445,1445,1,3,7,2,2,2,645,158000
854,5,65,46,3,3,1763,1779,1779,1,3,6,4,1,2,454,170000
855,5,58,10,3,3,1040,1040,1040,1,3,6,0,1,1,260,127000
856,6,42,42,3,4,940,1026,1026,1,3,5,0,1,2,576,147000
857,6,26,25,3,4,702,702,1481,2,3,6,3,3,2,343,174000
858,7,44,44,3,4,1090,1370,1370,2,3,6,3,2,2,479,152000
859,6,52,36,3,3,1054,1512,2654,2,4,9,4,1,2,619,250000
860,7,102,22,4,3,912,912,1426,1,4,7,4,1,1,216,189950
861,5,55,55,3,3,1039,1039,1039,1,3,6,0,1,2,504,131500
862,6,36,35,3,4,1040,1097,1097,2,3,6,0,1,2,480,152000
863,5,61,61,3,3,1148,1148,1148,1,3,6,0,1,1,672,132500
864,7,13,12,4,5,1372,1372,1372,2,4,6,0,3,2,529,250580
865,5,50,50,3,3,1002,1002,1002,1,3,5,0,1,2,902,148500
866,8,14,13,4,4,1638,1646,1646,2,4,6,4,2,3,870,248900
867,4,59,59,3,3,1040,1120,1120,1,2,5,0,2,2,544,129000
868,5,72,70,3,0,0,1547,2320,2,3,7,3,1,2,672,169000
869,7,27,26,4,4,1050,1062,1949,2,4,8,3,3,2,574,236000
870,5,58,58,3,3,894,894,894,1,3,5,0,1,1,308,109500
871,6,22,22,3,4,804,804,1682,2,4,7,0,2,2,523,200500
872,5,67,24,4,3,105,910,910,1,4,5,0,1,2,414,116000
873,5,71,70,4,3,832,1036,1268,1,3,6,4,1,1,288,133000
874,5,79,70,3,3,676,676,1131,1,3,5,0,1,1,200,66500
875,8,13,13,4,4,1184,1184,2610,2,5,11,4,3,2,550,303477
876,4,57,57,3,3,1064,1040,1040,1,3,5,0,1,2,648,132250
877,9,16,15,4,5,1462,1462,2224,2,5,10,4,3,3,738,350000
878,5,59,25,3,3,1109,1155,1155,1,4,6,0,1,2,576,148000
879,5,42,15,4,3,864,864,864,1,3,6,0,1,1,336,136500
880,5,15,14,3,5,1090,1090,1090,1,3,5,0,3,2,450,157000
881,7,30,29,4,4,1156,1187,1717,2,4,7,3,2,2,400,187500
882,6,28,27,3,4,808,808,1593,2,3,7,3,2,2,389,178000
883,4,108,70,4,3,795,954,2230,1,3,10,0,1,1,440,118500
884,5,53,53,3,3,892,892,892,1,3,5,0,2,1,288,100000
885,9,21,20,4,5,1698,1709,1709,2,4,5,3,3,2,506,328900
886,5,61,15,3,3,1626,1712,1712,2,3,8,0,3,2,588,145000
887,5,65,65,3,3,816,872,1393,1,3,8,0,1,1,300,135500
888,8,50,50,4,3,2217,2217,2217,2,4,8,3,1,2,621,268000
889,6,67,67,3,3,1505,1505,1505,1,3,6,3,2,2,505,149500
890,5,71,14,3,3,672,672,924,1,3,6,1,1,2,576,122900
891,6,42,42,3,3,918,918,1683,2,3,7,3,2,2,440,172500
892,6,57,17,3,3,1059,1068,1068,1,3,6,0,2,1,264,154500
893,5,66,66,3,4,1383,1383,1383,1,3,6,4,1,1,354,165000
894,5,41,41,3,0,0,1535,1535,2,3,8,0,1,2,400,118858
895,6,57,57,3,3,780,983,1796,1,3,8,3,2,2,483,140000
896,4,84,70,3,3,951,951,951,1,3,6,0,1,1,327,106500
897,5,41,41,3,0,0,1120,2240,2,3,12,0,1,2,528,142953
898,9,11,10,5,5,2330,2364,2364,2,5,11,4,3,3,820,611657
899,5,59,26,3,3,912,1236,1236,1,3,6,3,1,1,288,135000
900,4,49,49,3,3,858,858,858,1,3,4,0,1,1,684,110000
901,5,63,20,3,3,992,1306,1306,1,3,5,0,1,1,756,153000
902,7,17,17,4,4,783,807,1509,2,4,8,4,3,2,393,180000
903,7,14,14,4,4,1670,1670,1670,2,4,7,4,2,3,690,240000
904,5,53,53,3,3,876,902,902,1,3,6,0,1,1,288,125500
905,5,66,66,3,3,1056,1063,1063,1,3,6,0,2,1,280,128000
906,8,14,14,4,4,1623,1636,1636,2,4,8,4,2,3,865,255000
907,7,84,33,4,4,1017,1020,2057,1,4,6,4,3,1,180,250000
908,5,37,37,3,4,864,902,902,1,3,5,0,1,2,484,131000
909,6,15,15,4,4,742,742,1484,2,4,8,4,3,2,390,174000
910,5,60,60,3,3,1105,1105,2274,2,3,12,0,1,2,480,154300
911,5,43,31,3,4,1268,1268,1268,1,4,5,0,1,1,252,143500
912,5,95,70,3,3,768,1015,1015,1,3,6,0,1,1,450,88000
913,5,71,70,3,3,1001,1001,2002,2,3,8,0,1,3,871,145000
914,6,11,11,4,4,612,612,1224,2,4,4,0,2,2,528,173733
915,4,50,50,3,3,546,546,1092,1,3,6,0,1,1,286,75000
916,2,71,70,3,3,480,480,480,0,3,4,0,1,1,308,35311
917,4,64,64,3,3,1134,1229,1229,1,3,6,0,2,1,284,135000
918,7,29,29,4,5,1104,912,2127,2,4,8,3,2,3,833,238000
919,6,62,18,5,4,1184,1414,1414,1,3,6,3,1,2,601,176500
920,6,26,26,4,4,928,936,1721,2,4,7,0,2,2,471,201000
921,5,120,17,3,3,1272,1272,2200,2,3,9,0,0,0,0,145900
922,6,15,14,4,4,1316,1316,1316,2,4,6,4,3,2,397,169990
923,6,27,26,4,4,1604,1617,1617,2,4,5,2,2,2,533,193000
924,6,40,40,3,4,1686,1686,1686,2,3,7,3,1,2,612,207500
925,5,43,43,3,4,1126,1126,1126,2,5,6,0,2,2,540,175000
926,8,17,16,4,4,1181,1234,2374,2,5,10,4,3,3,656,285000
927,7,52,52,3,3,832,1098,1978,2,3,9,4,2,2,486,176000
928,8,19,19,4,4,1753,1788,1788,2,5,7,3,2,2,522,236500
929,7,23,23,3,4,964,993,2236,2,4,8,3,3,2,642,222000
930,8,13,13,4,4,1466,1466,1466,2,4,7,0,3,3,610,201000
931,5,55,55,3,3,925,925,925,1,3,5,0,1,1,429,117500
932,9,14,14,5,5,1905,1905,1905,2,5,8,4,3,3,788,320000
933,7,16,16,4,4,1500,1500,1500,2,4,6,0,2,2,570,190000
934,7,60,13,3,4,585,2069,2069,2,4,9,4,2,2,505,242000
935,4,94,67,3,2,600,747,747,1,3,5,0,1,2,528,79900
936,7,17,17,4,4,1176,1200,1200,2,4,5,0,2,2,555,184900
937,7,15,15,4,4,1113,1113,1971,2,4,8,4,2,2,689,253000
938,7,14,14,4,4,1391,1391,1962,2,4,7,0,2,3,868,239799
939,7,80,70,3,3,1032,1207,2403,2,3,10,3,1,1,349,244400
940,6,44,44,3,3,1728,1728,1728,2,3,8,0,1,2,574,150900
941,7,21,21,4,4,992,1022,2060,2,4,8,3,2,2,390,214000
942,4,43,43,3,4,1440,1440,1440,2,3,8,0,0,0,0,150000
943,5,53,53,3,3,1632,1632,1632,2,3,8,0,1,2,576,143000
944,6,62,62,3,3,819,1344,1344,1,4,7,4,2,2,525,137500
945,5,130,24,3,3,1088,1188,1869,1,3,7,0,1,2,456,124900
946,5,61,61,3,3,1144,1144,1144,1,3,6,3,2,1,796,143000
947,8,18,17,4,4,1616,1629,1629,2,4,9,4,3,3,808,270000
948,7,18,18,4,4,936,936,1776,2,4,7,3,2,2,474,192500
949,6,48,14,3,3,1161,1381,1381,1,4,5,3,2,2,676,197500
950,5,70,18,3,3,864,864,864,1,4,5,0,2,2,720,129000
951,5,55,55,3,3,828,965,965,1,3,6,0,1,1,300,119900
952,5,48,17,3,4,768,768,768,1,3,5,0,3,1,396,133900
953,5,51,51,3,3,784,1168,1968,2,3,7,1,2,2,530,172000
954,6,45,45,3,4,945,980,980,2,3,4,0,0,0,0,127500
955,6,74,70,3,4,979,979,1958,2,3,8,0,1,2,492,145000
956,6,40,40,3,4,561,561,1229,1,3,5,3,3,2,462,124000
957,5,58,58,3,3,1057,1057,1057,1,3,6,0,3,2,576,132000
958,7,17,17,4,4,1337,1337,1337,2,4,6,0,2,2,531,185000
959,7,21,21,4,4,696,696,1416,2,4,6,0,1,2,484,155000
960,5,62,12,3,3,858,858,858,1,3,4,0,0,0,0,116500
961,6,43,25,3,4,1330,1542,2872,2,3,11,3,3,2,619,272000
962,6,44,44,3,4,804,804,1548,2,4,7,3,1,2,440,155000
963,9,13,13,4,5,1800,1800,1800,2,5,7,0,3,2,702,239000
964,7,18,17,4,4,817,824,1894,2,4,8,4,3,2,510,214900
965,6,15,13,4,4,783,783,1484,2,4,8,4,3,2,393,178900
966,5,80,70,4,3,728,976,1308,1,3,7,3,1,1,256,160000
967,5,65,65,3,3,1098,1098,1098,1,3,6,0,1,1,260,135000
968,3,110,70,3,3,600,600,968,1,3,6,0,0,0,0,37900
969,6,62,62,3,3,588,1095,1095,1,3,6,0,2,1,264,140000
970,4,71,70,3,3,720,720,1192,1,3,6,0,0,0,0,135000
971,7,17,16,4,4,764,764,1626,2,4,6,0,2,2,474,173000
972,6,41,41,3,4,918,918,918,2,3,5,3,1,1,264,99500
973,7,13,12,4,4,1428,1428,1428,2,4,6,0,3,2,480,182000
974,7,110,27,3,4,728,1136,2019,1,4,8,0,1,2,532,167500
975,7,20,20,4,4,673,673,1382,2,4,6,0,1,2,490,165000
976,4,97,62,3,4,440,869,869,1,2,4,0,0,0,0,85500
977,7,14,13,4,4,1241,1241,1241,1,4,4,0,3,2,569,199900
978,4,66,66,3,3,894,894,894,1,3,5,0,1,2,400,110000
979,5,57,57,3,3,1121,1121,1121,1,3,5,0,1,2,480,139000
980,7,59,13,5,3,944,999,999,1,5,6,0,2,2,588,178400
981,8,22,21,4,4,1225,1276,2612,2,4,8,3,3,3,676,336000
982,7,13,13,4,4,1266,1266,1266,2,4,6,4,3,2,388,159895
983,8,18,18,4,4,1128,1149,2290,2,4,9,4,1,2,779,255900
984,5,43,43,3,0,0,1302,1734,2,4,8,0,1,2,539,126000
985,5,70,70,3,3,1164,1164,1164,1,3,5,0,1,1,240,125000
986,6,110,17,3,3,485,1001,1635,1,4,5,0,1,1,255,117000
987,9,11,10,5,5,1930,1940,1940,2,5,8,4,3,3,606,395192
988,6,44,44,3,3,848,1118,2030,2,4,8,3,3,2,551,195000
989,7,14,14,4,4,770,778,1576,2,4,6,0,2,2,614,197000
990,8,23,22,4,4,1396,1407,2392,2,4,7,3,3,3,870,348000
991,8,138,34,4,3,916,916,1742,1,4,8,4,1,2,424,168000
992,6,56,27,3,3,822,1020,1851,2,4,7,2,2,2,440,187000
993,6,15,14,3,4,750,750,1500,2,4,6,0,2,2,564,173900
994,10,14,13,5,5,1700,1718,1718,2,5,7,4,3,3,786,337500
995,4,74,70,3,3,747,774,1230,1,3,5,0,1,1,305,121600
996,5,59,59,3,3,1050,1050,1050,1,3,6,0,1,1,368,136500
997,6,50,50,3,3,1442,1442,1442,2,3,6,3,2,2,615,185000
998,3,98,70,3,3,1007,1077,1077,1,3,6,4,1,1,210,91000
999,7,14,14,4,4,1187,1208,1208,2,4,6,0,2,2,632,206000
1000,3,68,68,3,0,0,944,944,1,2,4,0,1,2,528,82000
1001,5,100,70,3,2,691,691,691,1,5,4,0,1,1,216,86000
1002,8,14,14,4,4,1574,1574,1574,2,4,7,4,2,3,824,232000
1003,5,44,44,3,3,1680,1680,1680,2,3,8,0,1,2,528,136905
1004,7,15,14,4,4,1346,1504,1504,2,4,7,4,3,2,457,181000
1005,5,43,43,4,4,985,985,985,2,3,6,0,1,1,328,149900
1006,6,50,50,3,4,1657,1657,1657,2,3,7,3,1,2,484,163500
1007,4,50,50,3,3,546,546,1092,1,3,6,0,2,1,286,88000
1008,7,16,15,4,5,1710,1710,1710,2,4,7,4,3,2,550,240000
1009,5,94,70,3,3,1008,1008,1522,2,3,7,0,0,0,0,102000
1010,5,72,70,3,3,720,720,1271,2,3,7,4,1,1,312,135000
1011,5,55,55,3,0,0,1664,1664,2,3,8,0,0,0,0,100000
1012,6,97,24,3,3,602,900,1502,1,4,7,3,1,1,180,165000
1013,5,110,14,3,3,1022,1022,1022,1,3,4,0,1,1,280,85000
1014,6,72,70,3,3,1082,1082,1082,1,3,5,4,1,1,240,119200
1015,8,19,19,4,4,810,810,1665,2,4,6,0,3,2,528,227000
1016,7,24,24,4,4,1504,1504,1504,2,4,6,3,3,2,478,203000
1017,8,36,36,4,4,1220,1360,1360,1,4,4,5,2,2,565,187500
1018,7,29,28,4,4,384,802,1472,2,4,7,3,2,2,402,160000
1019,7,15,15,4,4,1362,1506,1506,2,4,6,4,3,2,440,213490
1020,4,15,15,3,4,1132,1132,1132,1,4,5,0,3,2,451,176000
