,MSSubClass,LotFrontage,LotArea,Condition2,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageArea,ScreenPorch,PoolQC,New,Abnorml
423,60,80.0,9200,0,8,5,22,3,11,11,473.0,4,4,3,1,484,1470,2630,4,1,4,8,0,1,696,0,0,0.0,0
424,20,72.0,9000,0,6,5,64,3,5,5,74.0,3,4,3,1,580,1196,1196,2,1,3,6,0,1,297,0,0,0.0,0
425,60,60.0,3378,0,7,8,74,3,7,7,0.0,3,3,3,1,651,651,1389,3,1,3,6,0,2,240,0,0,0.0,0
426,80,0.0,12800,0,7,5,31,3,5,5,145.0,4,4,3,4,0,1518,1644,2,1,4,5,0,1,569,396,0,0.0,0
427,20,77.0,8593,0,4,6,63,3,6,6,0.0,3,3,3,1,619,907,907,3,1,3,5,0,0,352,0,0,0.0,0
428,20,64.0,6762,0,7,5,13,3,11,11,108.0,4,4,3,1,544,1208,1208,2,1,4,6,0,0,628,0,0,1.0,0
429,20,130.0,11457,0,6,5,32,3,7,7,0.0,3,4,3,2,387,1392,1412,3,1,4,6,0,1,576,0,0,0.0,0
430,160,21.0,1680,0,6,5,49,3,7,7,232.0,3,3,3,1,96,483,987,2,1,3,4,0,0,264,0,0,0.0,1
432,160,24.0,1920,0,5,5,49,3,7,7,376.0,3,3,3,1,294,765,1365,2,1,3,6,1,0,440,0,0,0.0,0
433,60,100.0,10839,0,6,5,23,3,11,11,0.0,3,4,3,1,926,926,1604,3,1,3,7,0,1,470,0,0,0.0,0
435,60,43.0,10667,0,7,6,24,3,11,11,0.0,4,4,3,3,70,799,1661,3,1,4,6,0,1,550,0,0,0.0,0
436,50,40.0,4400,0,6,8,100,3,4,4,0.0,3,2,3,1,648,648,1118,2,1,3,6,0,0,440,0,0,0.0,0
437,45,50.0,6000,0,6,7,94,3,5,5,0.0,4,3,3,1,884,884,904,2,1,3,4,0,0,180,0,0,0.0,0
438,30,40.0,4280,0,5,6,107,3,8,4,0.0,3,3,3,1,75,440,694,2,1,4,4,0,1,352,0,0,0.0,0
439,50,67.0,12354,0,6,8,100,3,5,5,0.0,3,3,2,2,684,684,1196,3,1,4,7,0,0,528,0,0,0.0,0
440,20,105.0,15431,0,10,5,12,3,11,11,200.0,5,5,3,4,788,3094,2402,2,1,5,10,0,2,672,170,0,0.0,0
442,50,52.0,6240,0,5,7,90,3,6,6,0.0,3,3,3,1,1078,1078,1573,3,1,3,8,0,1,360,0,0,0.0,0
443,120,53.0,3922,0,7,5,14,3,8,8,72.0,4,5,3,3,1258,1258,1258,2,1,4,6,0,1,648,0,0,1.0,0
444,60,70.0,8750,0,7,5,26,3,11,11,0.0,4,4,3,1,273,915,1908,4,1,4,8,0,1,493,0,0,0.0,0
445,20,73.0,9855,0,6,5,64,3,5,5,0.0,3,3,3,1,1436,1436,1689,3,1,3,7,0,1,480,0,0,0.0,0
446,20,137.0,16492,0,6,6,54,3,10,9,0.0,4,3,3,1,557,1517,1888,2,1,4,6,3,1,578,0,0,0.0,0
447,60,0.0,11214,0,7,5,22,3,11,11,0.0,4,4,3,1,930,930,1886,4,1,4,10,0,1,431,0,0,0.0,0
448,50,50.0,8600,0,6,6,83,3,6,6,0.0,3,3,3,1,780,780,1376,3,1,3,7,0,1,198,0,0,0.0,0
449,50,50.0,6000,0,3,7,72,3,6,6,0.0,3,3,3,1,318,649,1183,2,1,3,6,0,0,308,0,0,0.0,0
450,30,70.0,5684,0,6,8,90,3,5,5,0.0,3,3,3,1,813,813,813,2,1,4,5,0,0,270,0,0,0.0,0
451,20,62.0,70761,0,7,5,45,6,9,9,0.0,3,4,3,4,878,1533,1533,2,1,4,5,0,2,576,0,0,0.0,0
452,60,0.0,9303,0,6,5,24,3,11,11,42.0,4,5,3,1,130,872,1756,3,1,3,7,0,0,422,0,0,0.0,0
453,60,75.0,9000,0,8,5,12,3,11,11,0.0,4,4,3,1,768,768,1590,3,1,4,6,0,0,676,0,0,0.0,0
454,90,63.0,9297,0,5,5,44,3,9,9,0.0,3,3,3,1,122,1728,1728,4,2,3,8,0,0,560,0,0,0.0,0
455,20,80.0,9600,0,7,6,47,3,7,7,320.0,3,3,3,1,326,1242,1242,3,1,3,6,0,1,528,0,0,0.0,0
456,70,34.0,4571,0,5,5,104,3,3,3,0.0,3,3,3,1,624,624,1344,4,1,3,7,0,0,513,0,0,0.0,1
457,20,0.0,53227,0,4,6,66,1,9,9,0.0,3,4,3,4,248,1364,1663,2,1,4,6,1,2,529,0,0,0.0,0
458,70,0.0,5100,0,8,7,95,3,4,8,0.0,3,3,3,1,588,588,1666,3,1,4,7,0,1,228,0,0,0.0,0
459,50,0.0,7015,0,5,4,70,3,6,6,161.0,3,3,3,1,524,709,1203,3,1,4,5,0,1,352,0,0,0.0,0
460,60,75.0,8004,0,8,5,11,3,11,11,110.0,4,4,3,1,288,832,1935,3,1,3,8,0,0,552,0,0,1.0,0
461,70,60.0,7200,0,7,9,84,3,5,5,0.0,4,4,4,1,0,560,1135,3,1,4,6,0,0,576,0,0,0.0,0
462,20,60.0,8281,0,5,5,55,3,6,6,0.0,3,3,3,1,0,864,864,3,1,3,5,0,1,360,0,0,0.0,0
463,70,74.0,11988,0,6,7,86,3,4,4,0.0,3,3,3,1,389,715,1660,3,1,3,6,0,1,240,0,0,0.0,0
465,120,0.0,3072,0,7,5,16,3,11,11,18.0,4,4,3,1,1375,1375,1414,2,1,4,6,0,1,398,0,0,0.0,0
466,20,85.0,10628,0,7,5,50,1,9,9,0.0,3,3,4,4,499,1277,1277,2,1,3,5,0,1,526,176,0,0.0,0
467,70,79.0,9480,0,5,7,78,3,6,6,224.0,3,3,3,1,342,728,1644,3,1,4,7,0,2,312,0,0,0.0,0
468,20,98.0,11428,0,8,5,14,3,11,11,248.0,4,4,3,1,1626,1626,1634,3,1,4,7,0,1,866,0,0,0.0,0
469,60,76.0,9291,0,6,5,27,3,7,7,120.0,4,4,3,1,406,832,1710,3,1,4,7,0,0,506,0,0,0.0,0
470,120,0.0,6820,0,8,5,35,3,7,7,0.0,4,4,3,3,0,1488,1502,1,1,4,4,0,0,528,140,0,0.0,0
471,60,92.0,11952,0,7,6,43,4,8,9,0.0,3,4,3,1,808,808,1969,3,1,3,8,0,1,534,276,0,0.0,0
472,180,35.0,3675,0,6,5,15,3,11,11,80.0,3,4,3,4,88,547,1072,2,1,3,5,0,0,525,0,0,0.0,0
473,20,110.0,14977,0,8,5,14,3,11,11,304.0,4,5,3,4,626,1976,1976,2,1,4,7,0,1,908,0,0,1.0,0
474,120,41.0,5330,0,8,5,20,3,12,12,0.0,4,4,3,3,298,1494,1652,2,1,5,6,0,0,499,0,0,0.0,0
475,20,80.0,8480,0,5,6,57,3,7,7,0.0,3,3,3,1,340,970,970,2,1,3,5,0,0,624,192,0,0.0,0
476,20,75.0,13125,0,6,5,23,3,11,11,215.0,3,4,3,4,484,1478,1493,3,1,4,7,0,1,508,0,0,0.0,0
477,60,105.0,13693,0,9,5,14,3,11,11,772.0,5,4,3,3,2153,2153,2643,3,1,5,9,0,1,694,0,0,0.0,0
478,20,79.0,10637,0,8,5,13,3,11,11,336.0,4,5,3,4,417,1705,1718,3,1,4,7,0,1,826,0,0,0.0,0
479,30,50.0,5925,0,4,7,83,3,4,4,435.0,3,2,3,1,739,907,1131,2,1,3,7,0,0,672,0,0,0.0,0
480,20,98.0,16033,0,9,5,16,3,11,11,378.0,4,5,3,4,572,1833,1850,3,1,4,8,0,1,772,0,0,0.0,0
481,20,72.0,11846,0,9,5,17,3,11,11,562.0,4,5,3,4,225,1792,1792,2,1,5,6,0,1,874,0,0,0.0,0
482,70,50.0,2500,0,7,8,105,3,4,4,0.0,4,3,3,1,611,910,1826,4,1,5,7,2,1,164,0,0,0.0,0
483,120,32.0,4500,0,6,5,22,3,11,11,116.0,3,5,3,1,319,1216,1216,2,1,3,5,0,0,402,0,0,0.0,0
484,20,0.0,7758,0,5,7,58,3,7,9,0.0,3,3,3,1,411,999,999,3,1,4,6,0,0,264,0,0,0.0,0
485,20,80.0,9600,0,5,7,70,3,6,6,0.0,4,3,3,1,506,1113,1113,3,1,4,5,0,1,264,0,0,0.0,0
486,20,79.0,10289,0,5,7,55,3,6,6,168.0,3,3,3,1,237,1073,1073,3,1,3,6,0,0,515,0,0,0.0,0
487,20,70.0,12243,0,5,6,49,3,9,9,0.0,3,4,3,3,486,1484,1484,3,1,3,7,0,1,487,180,0,0.0,0
488,190,60.0,10800,0,5,4,120,3,5,5,0.0,3,3,2,1,290,954,2414,3,2,3,10,3,1,520,0,0,0.0,0
489,180,21.0,1526,0,4,8,50,3,12,12,0.0,3,4,3,3,115,630,630,1,1,4,3,0,0,286,0,0,0.0,0
490,160,0.0,2665,0,5,6,44,3,12,12,0.0,3,4,3,2,264,264,1304,3,1,3,4,0,1,336,0,0,0.0,0
491,50,79.0,9490,0,6,7,79,3,5,5,0.0,3,3,3,1,238,806,1578,3,1,2,5,0,2,240,0,0,0.0,0
492,60,105.0,15578,0,6,5,14,3,11,11,0.0,4,4,3,1,728,728,1456,3,1,3,8,0,0,429,0,0,1.0,0
493,20,70.0,7931,0,5,6,60,3,10,5,0.0,3,3,3,1,363,1269,1269,3,1,3,6,0,1,308,0,0,0.0,0
494,30,50.0,5784,0,5,8,82,3,6,6,0.0,3,2,3,1,190,190,886,2,1,3,4,0,0,273,0,0,0.0,0
496,20,0.0,12692,0,8,5,28,3,10,10,0.0,4,4,3,1,1969,3200,3228,4,1,4,10,0,1,546,0,0,0.0,0
497,50,60.0,9120,0,7,6,95,3,5,5,0.0,3,3,3,1,697,1026,1820,4,1,3,8,0,0,240,0,0,0.0,0
498,20,65.0,7800,0,5,7,53,3,7,7,89.0,3,3,3,1,414,864,899,3,1,4,5,0,0,288,0,0,0.0,0
499,20,70.0,7535,0,5,7,62,3,6,6,0.0,3,3,3,1,522,912,912,2,1,3,5,0,0,297,0,0,0.0,0
500,160,21.0,1890,0,6,5,47,3,7,7,285.0,3,3,3,1,316,672,1218,3,1,3,7,0,0,264,0,0,0.0,0
501,60,75.0,9803,0,7,5,15,3,11,11,0.0,4,4,3,1,466,866,1768,3,1,4,7,0,0,603,0,0,0.0,0
502,20,70.0,9170,0,5,7,55,3,6,6,0.0,3,3,3,1,420,1214,1214,2,1,3,6,0,0,461,0,0,0.0,0
503,20,100.0,15602,0,7,8,61,3,10,5,0.0,3,3,3,1,254,1501,1801,1,1,3,6,0,2,484,161,0,0.0,0
504,160,24.0,2308,0,6,5,46,3,9,1,0.0,3,3,3,1,103,855,1322,3,1,3,6,0,1,440,0,0,0.0,0
505,90,60.0,7596,0,5,5,68,3,5,5,360.0,3,3,3,1,960,960,1960,4,2,3,10,0,0,400,0,0,0.0,0
506,60,80.0,9554,0,8,5,27,3,11,11,125.0,4,4,3,1,397,777,1911,3,1,4,8,0,1,471,0,0,0.0,0
507,20,75.0,7862,0,6,5,11,3,11,11,0.0,4,4,3,1,1191,1218,1218,2,1,4,4,0,0,676,0,0,1.0,0
508,70,60.0,9600,0,7,9,92,3,6,6,0.0,3,3,3,1,548,689,1378,3,1,4,7,0,1,360,0,0,0.0,0
509,20,80.0,9600,0,5,6,61,3,6,6,132.0,3,3,3,1,50,1041,1041,3,1,3,6,0,0,270,0,0,0.0,0
510,20,75.0,14559,0,5,7,69,3,5,5,70.0,4,3,3,1,178,1008,1363,2,1,3,6,1,2,288,168,0,0.0,0
511,120,40.0,6792,0,7,5,15,3,11,11,94.0,4,4,3,1,1368,1368,1368,2,1,4,6,0,1,474,0,0,1.0,0
512,20,70.0,9100,0,5,5,62,3,11,11,0.0,3,3,3,1,169,864,864,3,1,3,5,0,0,624,0,0,0.0,0
513,20,71.0,9187,0,6,5,37,3,11,11,0.0,3,3,3,1,748,1084,1080,3,1,3,5,0,0,484,0,0,0.0,0
514,45,55.0,10594,0,5,5,94,3,5,5,0.0,3,3,3,1,768,768,789,2,1,3,5,0,0,200,0,0,0.0,0
515,20,94.0,12220,0,10,5,11,3,12,12,305.0,5,5,3,1,570,2006,2020,3,1,5,9,0,1,900,0,0,1.0,0
516,80,0.0,10448,0,6,6,48,3,7,7,333.0,3,3,3,1,689,689,2119,3,1,3,7,0,1,583,0,0,0.0,1
517,60,79.0,10208,0,7,5,24,3,11,11,921.0,4,4,3,1,1264,1264,2344,3,1,4,7,0,1,889,0,0,0.0,0
518,60,0.0,9531,0,6,5,22,3,11,11,0.0,3,4,3,2,88,794,1796,3,1,3,7,0,0,546,0,0,0.0,0
519,70,53.0,10918,0,7,9,94,3,6,6,0.0,4,4,3,1,1276,1276,2080,3,1,4,9,0,2,282,145,0,0.0,0
521,20,90.0,11988,0,6,6,63,3,11,11,0.0,3,3,3,1,467,1244,1244,3,1,3,6,0,2,336,0,0,0.0,0
522,50,50.0,5000,0,6,7,73,3,12,12,0.0,3,3,3,1,605,1004,1664,3,1,3,7,0,2,420,0,0,0.0,0
523,60,130.0,40094,1,10,5,13,3,12,12,762.0,5,5,3,4,878,3138,4676,3,1,5,11,0,1,884,0,0,1.0,0
524,60,95.0,11787,0,7,5,24,3,11,11,594.0,4,4,3,1,660,1379,2398,3,1,4,8,0,1,834,0,0,0.0,0
525,20,62.0,7500,0,7,5,15,3,11,11,0.0,4,4,3,1,1257,1257,1266,3,1,4,6,0,1,453,0,0,0.0,0
526,20,70.0,13300,0,5,7,64,3,5,5,0.0,3,4,3,1,551,928,928,2,1,3,4,0,0,252,0,0,0.0,0
527,60,67.0,14948,0,9,5,12,3,11,11,268.0,5,5,3,3,122,1452,2713,3,1,5,11,0,1,858,0,0,1.0,0
530,80,85.0,10200,0,6,5,32,3,7,7,219.0,4,4,3,3,678,1461,1509,3,1,4,5,0,1,600,0,0,0.0,1
531,70,60.0,6155,-1,6,8,100,3,5,5,0.0,3,2,2,2,611,611,1362,3,1,3,6,0,0,502,0,0,0.0,0
532,20,60.0,7200,0,5,7,65,3,11,11,0.0,3,0,0,0,0,0,827,2,1,3,5,3,1,392,0,0,0.0,0
534,60,74.0,9056,0,8,5,16,3,11,11,0.0,4,5,4,3,707,707,1414,3,1,4,6,0,1,403,0,0,0.0,0
536,60,57.0,8924,0,7,5,22,3,11,11,0.0,3,4,3,3,880,880,1724,3,1,4,8,0,0,527,0,0,0.0,0
537,20,0.0,12735,0,4,5,48,3,6,6,0.0,3,3,3,1,264,864,864,3,1,3,5,0,0,576,0,0,0.0,0
538,20,0.0,11553,0,5,5,52,3,9,9,188.0,3,3,3,1,378,1051,1159,3,1,3,7,0,1,336,0,0,0.0,0
539,20,0.0,11423,0,8,5,19,3,11,11,479.0,4,4,3,3,223,1581,1601,3,1,4,6,0,1,670,0,0,0.0,0
540,20,85.0,14601,0,9,5,14,3,11,11,584.0,5,5,3,3,578,1838,1838,2,1,5,8,0,1,765,0,0,0.0,0
541,60,0.0,11000,0,8,5,20,3,11,11,72.0,4,4,3,1,969,969,2285,4,1,4,8,0,1,648,0,0,0.0,0
542,20,78.0,10140,0,7,5,22,3,11,11,0.0,4,5,3,1,379,1650,1680,3,1,4,7,4,1,583,0,0,0.0,0
543,120,34.0,4058,0,7,5,22,3,6,6,182.0,3,4,3,3,0,723,767,1,1,3,4,0,0,367,0,0,0.0,0
544,60,58.0,17104,0,7,5,14,3,11,11,0.0,4,4,4,3,100,654,1496,3,1,4,7,0,1,426,0,0,1.0,0
545,50,0.0,13837,0,7,5,32,3,7,7,178.0,4,4,4,1,0,1204,2183,4,1,4,9,0,0,786,0,0,0.0,0
546,50,70.0,8737,0,6,7,97,3,10,5,0.0,3,4,3,1,765,1065,1635,3,1,3,6,0,1,440,0,0,0.0,0
547,85,54.0,7244,0,5,7,50,3,11,11,0.0,3,4,3,3,149,768,768,2,1,3,5,0,0,624,0,0,0.0,0
548,20,49.0,8235,-1,5,7,65,3,6,6,0.0,3,3,3,1,0,825,825,2,1,3,4,0,0,720,0,0,0.0,0
549,60,75.0,9375,0,7,5,17,3,11,11,0.0,4,4,3,1,912,912,2094,4,1,4,8,0,1,615,0,0,0.0,0
550,120,53.0,4043,0,6,6,43,3,9,9,0.0,3,4,3,1,510,1069,1069,2,1,3,4,0,0,440,200,0,0.0,1
551,20,50.0,6000,0,5,6,63,3,10,10,0.0,3,3,3,1,620,928,928,3,1,3,5,0,0,288,0,0,0.0,0
552,20,87.0,11146,0,8,5,14,3,11,11,250.0,4,5,3,3,1709,1709,1717,3,1,4,7,0,1,908,0,0,0.0,0
553,20,67.0,8777,0,4,5,71,3,11,11,0.0,3,0,0,0,0,0,1126,2,1,4,5,0,0,520,0,0,0.0,0
554,60,85.0,10625,0,7,5,17,3,11,11,292.0,4,4,3,1,132,998,2046,3,1,4,8,0,1,871,0,0,0.0,0
555,45,58.0,6380,0,5,6,98,3,6,6,0.0,3,3,2,1,993,993,1048,2,1,3,5,0,1,280,0,0,0.0,0
556,20,69.0,14850,0,5,5,63,3,5,5,0.0,3,3,3,1,197,1092,1092,2,1,3,6,0,1,299,122,0,0.0,0
557,50,60.0,11040,0,4,6,100,3,6,6,0.0,3,3,3,1,0,637,1336,3,1,3,7,0,0,570,0,0,0.0,0
558,60,57.0,21872,0,7,5,24,3,7,7,0.0,3,4,3,4,125,729,1446,3,1,3,6,0,1,406,0,0,0.0,0
559,120,0.0,3196,0,7,5,17,3,11,11,18.0,4,4,3,4,1374,1374,1557,2,1,4,7,0,1,420,0,0,0.0,0
560,20,0.0,11341,0,5,6,63,3,5,5,180.0,3,4,3,1,90,1392,1392,3,1,3,5,3,1,528,95,0,0.0,0
561,20,77.0,10010,0,5,5,46,3,7,7,0.0,3,4,3,3,195,1389,1389,2,1,3,6,0,1,418,0,0,0.0,0
563,50,66.0,21780,0,6,7,102,3,5,5,0.0,3,4,3,2,1163,1163,1674,4,1,3,8,0,1,396,144,0,0.0,0
564,60,0.0,13346,0,7,5,28,3,7,7,0.0,4,4,3,1,367,1095,2295,4,1,4,9,0,1,590,0,0,0.0,0
565,70,66.0,6858,0,6,4,105,3,5,5,0.0,3,4,3,1,806,806,1647,4,1,2,6,0,0,216,0,0,0.0,0
566,60,77.0,11198,0,9,5,15,3,11,11,245.0,4,4,4,1,1122,1122,2504,4,1,5,11,0,1,656,0,0,0.0,0
567,20,70.0,10171,0,7,5,16,3,11,11,168.0,4,4,3,1,1515,1517,1535,3,1,4,7,0,0,532,0,0,0.0,0
568,50,79.0,12327,0,8,8,37,3,5,5,0.0,4,4,3,4,55,1496,2132,1,1,4,5,2,1,612,0,0,0.0,0
569,90,0.0,7032,0,5,5,41,3,6,6,0.0,3,4,3,4,0,943,943,2,1,3,4,0,2,600,0,0,0.0,0
570,90,74.0,13101,0,5,5,55,3,7,7,108.0,3,3,3,1,1497,1728,1728,6,2,3,10,0,0,576,0,0,0.0,0
571,20,60.0,7332,0,6,6,61,3,8,8,207.0,3,3,3,1,450,864,864,2,1,4,4,0,0,288,0,0,0.0,1
572,60,83.0,13159,0,7,5,11,3,11,11,0.0,3,5,3,3,846,846,1692,3,1,4,6,0,0,650,0,0,1.0,0
573,80,76.0,9967,0,7,5,20,3,11,11,0.0,3,4,3,1,384,384,1430,3,1,3,8,0,1,400,0,0,0.0,0
574,80,70.0,10500,0,5,7,49,3,6,2,82.0,3,3,3,3,23,372,1109,3,1,3,5,0,0,288,0,0,0.0,0
575,50,80.0,8480,0,5,5,73,3,6,6,0.0,3,3,3,1,390,832,1216,2,1,3,6,0,0,336,0,0,0.0,1
576,50,52.0,6292,0,7,7,92,3,5,5,0.0,3,3,3,1,861,861,1477,3,1,3,6,0,1,216,0,0,0.0,0
577,80,96.0,11777,0,5,6,54,3,11,11,97.0,3,3,3,3,285,1164,1320,3,1,3,6,0,2,564,0,0,0.0,1
578,160,34.0,3604,0,7,5,13,3,11,11,0.0,4,4,3,1,689,689,1392,2,1,4,5,0,0,540,0,0,0.0,1
579,50,81.0,12150,0,5,5,66,3,6,6,335.0,3,3,3,1,1050,1050,1795,4,1,3,7,0,0,352,0,0,0.0,0
580,20,0.0,14585,0,6,6,60,3,5,5,85.0,3,3,3,1,331,1144,1429,3,1,4,7,0,2,572,0,0,0.0,0
581,20,98.0,12704,0,8,5,12,3,11,11,306.0,5,5,3,1,2042,2042,2042,3,1,5,8,0,1,1390,0,0,1.0,0
583,75,75.0,13500,1,10,9,127,3,5,5,0.0,5,3,3,1,1237,1237,2775,3,1,4,9,0,1,880,0,0,0.0,0
584,50,51.0,6120,0,4,7,85,3,3,3,0.0,3,3,3,1,884,884,1573,3,1,4,6,0,0,240,120,0,0.0,0
585,20,88.0,11443,0,8,5,15,3,11,11,208.0,4,5,3,4,408,1868,2028,2,1,4,7,0,2,880,0,0,1.0,0
586,30,55.0,10267,0,6,7,102,3,4,8,0.0,3,3,4,2,0,816,838,2,1,2,5,0,0,275,0,0,0.0,0
587,85,74.0,8740,0,5,6,38,3,7,7,0.0,3,3,3,3,168,840,860,2,1,3,4,0,0,528,0,0,0.0,0
588,20,65.0,25095,0,5,8,52,1,5,5,0.0,3,3,3,4,113,1437,1473,1,1,5,5,0,2,452,60,0,0.0,0
589,40,50.0,9100,-1,5,6,90,3,11,11,0.0,3,3,3,1,742,742,935,2,1,3,4,0,0,308,0,0,0.0,0
590,60,64.0,8320,0,7,5,16,3,11,11,0.0,4,4,3,1,280,770,1582,3,1,4,6,0,0,520,0,0,0.0,0
591,60,97.0,13478,0,10,5,12,3,12,12,420.0,5,5,3,4,384,1722,2296,3,1,5,10,0,1,842,0,0,0.0,0
592,20,60.0,6600,0,5,8,38,3,7,7,0.0,3,3,4,1,0,816,816,2,1,3,4,0,0,816,0,0,0.0,0
593,120,0.0,4435,0,6,5,17,3,11,11,170.0,4,4,3,3,163,848,848,1,1,4,4,0,0,420,0,0,0.0,0
594,20,88.0,7990,0,5,6,45,3,7,7,0.0,3,4,3,1,924,924,924,3,1,3,5,0,0,280,0,0,0.0,0
595,20,69.0,11302,0,8,5,15,3,11,0,238.0,4,4,3,4,392,1814,1826,3,1,4,7,0,1,758,120,0,1.0,0
596,70,60.0,3600,0,6,7,110,3,11,11,0.0,3,3,3,1,684,684,1368,3,1,3,7,0,0,216,0,0,0.0,0
597,120,53.0,3922,0,7,5,14,3,11,11,72.0,4,5,3,3,1258,1258,1402,2,1,4,7,0,1,648,0,0,1.0,0
598,20,80.0,12984,0,5,6,43,3,9,9,459.0,3,4,3,2,0,1430,1647,3,1,4,7,0,1,621,0,0,0.0,0
599,160,24.0,1950,0,6,6,40,3,6,6,0.0,3,4,3,1,23,716,1556,3,1,3,6,0,1,452,0,0,0.0,0
600,60,74.0,10927,0,8,5,15,3,11,11,280.0,4,4,3,3,512,1058,1904,3,1,5,8,0,1,736,0,0,0.0,0
601,50,50.0,9000,0,6,6,83,3,5,5,0.0,3,3,3,1,780,780,1375,3,1,4,6,0,1,544,126,0,0.0,0
602,60,80.0,10041,0,8,5,28,3,7,7,0.0,4,4,3,2,119,908,1915,3,1,4,8,0,1,506,0,0,0.0,1
603,160,30.0,3182,0,7,5,16,3,6,6,0.0,4,4,3,1,600,600,1200,2,1,4,4,0,0,480,0,0,0.0,0
604,20,88.0,12803,0,7,5,18,3,11,11,99.0,4,4,3,2,572,1494,1494,3,1,4,6,0,1,530,0,0,0.0,0
605,60,85.0,13600,0,7,6,55,3,7,7,176.0,3,3,3,1,314,768,1986,3,1,3,7,0,3,486,189,0,0.0,0
606,20,82.0,12464,0,5,5,24,3,11,11,0.0,3,4,3,1,308,1040,1040,3,1,4,6,0,0,576,0,0,0.0,0
607,20,78.0,7800,0,5,8,72,3,6,6,0.0,3,3,4,1,293,896,2008,3,1,5,8,0,0,230,0,0,0.0,0
608,70,78.0,12168,0,8,6,86,3,10,5,0.0,3,4,3,2,537,965,3194,4,1,3,10,0,2,380,0,0,0.0,0
609,20,61.0,7943,0,4,5,59,3,11,11,192.0,3,3,3,2,126,1029,1029,3,1,3,5,0,0,261,0,0,0.0,0
610,60,0.0,11050,0,9,5,20,3,11,11,204.0,4,5,3,2,536,1440,2153,3,1,5,8,0,2,736,0,0,0.0,0
611,80,0.0,10395,0,6,6,42,3,7,7,233.0,3,4,3,3,427,1032,1032,3,1,3,6,0,1,564,0,0,0.0,0
612,60,0.0,11885,0,8,5,19,3,11,11,108.0,4,4,3,3,309,1299,1872,3,1,5,7,0,1,531,0,0,0.0,0
615,85,80.0,8800,0,6,7,57,3,6,6,156.0,3,3,3,4,173,936,1054,3,1,4,6,0,0,480,0,0,0.0,1
616,60,0.0,7861,0,6,5,18,3,11,11,0.0,4,4,3,1,326,783,1509,3,1,4,7,0,1,393,0,0,0.0,0
617,45,59.0,7227,0,6,6,66,3,6,6,0.0,3,3,3,1,832,832,832,2,1,4,4,0,0,528,0,0,0.0,0
618,20,90.0,11694,0,9,5,13,3,12,12,452.0,5,5,3,3,1774,1822,1828,3,1,4,9,0,1,774,260,0,1.0,0
619,60,85.0,12244,0,8,5,17,3,11,11,226.0,4,4,3,4,611,1482,2262,4,1,4,10,0,2,749,0,0,0.0,0
621,60,90.0,10800,0,6,7,46,3,7,7,0.0,3,3,3,1,384,1522,2614,4,1,3,9,0,1,624,0,0,0.0,0
622,20,71.0,7064,0,5,6,43,3,9,9,153.0,3,3,3,1,420,980,980,3,1,3,6,0,0,484,0,0,0.0,0
623,160,0.0,2117,0,6,5,20,3,6,6,513.0,4,4,3,1,336,756,1512,2,1,4,4,0,1,440,0,0,0.0,0
624,60,80.0,10400,0,6,5,48,3,11,11,288.0,3,3,3,1,485,732,1790,4,1,3,8,2,1,484,147,0,0.0,0
625,20,87.0,10000,0,6,6,58,3,5,5,261.0,3,3,3,1,1116,1116,1116,3,1,3,5,0,0,440,385,0,0.0,0
626,20,0.0,12342,0,5,5,60,3,5,5,0.0,3,3,3,1,978,978,1422,3,1,3,6,1,1,286,0,0,0.0,0
627,80,80.0,9600,0,6,6,65,3,3,3,164.0,3,3,3,3,350,1156,1520,3,1,3,7,0,2,364,0,0,0.0,0
628,60,70.0,11606,0,5,5,51,3,9,9,192.0,3,4,3,3,390,1040,2080,5,1,2,9,0,2,504,0,0,0.0,0
629,80,82.0,9020,0,6,5,56,6,9,5,259.0,3,3,3,4,288,1248,1350,3,1,3,6,0,0,520,0,0,0.0,0
630,70,50.0,9000,0,5,6,140,3,11,11,0.0,3,2,2,1,636,636,1750,3,1,5,8,0,0,240,0,0,0.0,1
631,120,34.0,4590,0,8,5,14,3,11,11,108.0,4,4,4,2,1530,1554,1554,2,1,4,6,0,1,627,0,0,0.0,0
632,20,85.0,11900,0,7,5,43,3,9,9,209.0,3,3,3,1,564,1386,1411,3,1,3,6,0,1,544,0,0,0.0,0
633,20,80.0,9250,0,5,7,66,3,5,5,0.0,3,3,3,1,108,1056,1056,3,1,3,6,0,0,260,0,0,0.0,0
634,90,64.0,6979,0,6,5,40,3,9,9,0.0,3,3,3,1,0,1056,1056,0,2,3,4,0,0,576,0,0,0.0,0
637,190,50.0,6000,0,5,4,66,3,5,5,0.0,3,3,3,1,811,811,1387,3,2,4,7,0,0,256,0,0,0.0,0
639,120,53.0,3982,0,8,5,14,3,11,11,0.0,4,4,4,3,366,1520,1567,1,1,5,7,0,1,648,0,0,1.0,0
640,120,62.0,12677,0,8,5,17,3,6,6,472.0,5,5,3,4,300,1518,1518,1,1,5,6,0,1,588,0,0,0.0,0
641,60,0.0,7050,0,7,5,19,3,11,11,0.0,4,4,3,1,319,1057,1929,3,1,4,7,0,1,650,0,0,0.0,0
