,LotArea,Condition2,OverallQual,RoofMatl,ExterQual,BsmtFinSF1,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,PoolQC,SalePrice
842,9020,0,6,3,3,312,1165,0,3,1,6,490,0,174900
843,8000,0,5,3,3,0,1800,0,6,2,10,0,0,141000
844,12665,0,5,3,3,0,876,540,4,1,7,720,0,153900
845,16647,0,5,3,3,1390,1701,0,3,1,6,611,0,171000
846,9317,0,7,3,4,513,1006,769,3,1,7,425,0,213000
847,15523,0,5,3,3,460,864,0,3,1,5,338,0,133500
848,45600,0,6,3,3,0,1307,1051,5,1,10,360,0,240000
849,9600,0,6,3,4,0,1094,761,3,1,7,512,0,187000
850,4435,0,6,3,4,659,848,0,1,1,3,420,0,131500
851,3196,0,8,3,4,0,1456,0,2,1,7,400,0,215000
852,7128,0,7,3,3,364,918,728,4,1,7,240,0,164000
853,12095,0,6,3,3,564,1445,0,3,1,7,645,0,158000
854,17920,0,5,3,3,306,1779,0,3,1,6,454,0,170000
855,6897,0,5,3,3,659,1040,0,3,1,6,260,0,127000
856,10970,0,6,3,3,505,1026,0,3,1,5,576,0,147000
857,8125,0,6,3,3,0,702,779,3,1,6,343,0,174000
858,10400,0,7,3,3,0,1370,0,3,1,6,479,0,152000
859,11029,0,6,3,3,619,1512,1142,4,1,9,619,0,250000
860,7642,0,7,3,4,0,912,514,3,1,7,216,0,189950
861,11625,0,5,3,3,841,1039,0,3,1,6,504,0,131500
862,9672,0,6,3,3,338,1097,0,3,1,6,480,0,152000
863,7931,0,5,3,3,1148,1148,0,3,1,6,672,0,132500
864,8640,0,7,3,4,0,1372,0,3,1,6,529,0,250580
865,8750,0,5,3,3,828,1002,0,3,1,5,902,0,148500
866,10656,0,8,3,4,0,1646,0,3,1,6,870,0,248900
867,6970,0,4,3,3,932,1120,0,3,1,5,544,0,129000
868,14762,0,5,3,3,0,1547,720,2,1,7,672,0,169000
869,9938,0,7,3,4,750,1062,887,3,1,8,574,0,236000
870,6600,0,5,3,3,0,894,0,2,1,5,308,0,109500
871,8750,0,6,3,3,505,804,878,3,1,7,523,0,200500
872,8892,0,5,3,4,0,910,0,3,1,5,414,0,116000
873,12144,0,5,3,4,375,1036,0,3,1,6,288,0,133000
874,5720,0,5,3,3,0,676,455,3,1,5,200,0,66500
875,9000,0,8,3,4,64,1184,1426,4,1,11,550,0,303477
876,25286,0,4,3,3,633,1040,0,3,1,5,648,0,132250
877,8834,0,9,3,4,1170,1462,762,4,1,10,738,0,350000
878,11782,0,5,3,3,899,1155,0,3,1,6,576,0,148000
879,7000,0,5,3,4,646,864,0,3,1,6,336,0,136500
880,7024,0,5,3,3,980,1090,0,2,1,5,450,0,157000
881,13758,0,7,3,4,902,1187,530,3,1,7,400,0,187500
882,9636,0,6,3,3,0,808,785,3,1,7,389,0,178000
883,6204,0,4,3,4,0,954,795,5,1,10,440,0,118500
884,7150,0,5,3,3,432,892,0,3,1,5,288,0,100000
885,5119,0,9,3,4,1238,1709,0,2,1,5,506,0,328900
886,8393,0,5,3,3,528,1712,0,4,2,8,588,0,145000
887,16466,0,5,3,3,0,872,521,3,1,8,300,0,135500
888,15865,0,8,1,4,351,2217,0,4,1,8,621,0,268000
889,12160,0,6,3,3,1024,1505,0,2,1,6,505,0,149500
890,8064,0,5,3,3,0,672,252,3,1,6,576,0,122900
891,11184,0,6,3,3,226,918,765,3,1,7,440,0,172500
892,8414,0,6,3,3,663,1068,0,3,1,6,264,0,154500
893,13284,0,5,3,3,1064,1383,0,3,1,6,354,0,165000
894,7018,0,5,3,3,0,1535,0,4,2,8,400,0,118858
895,7056,0,6,3,3,400,983,813,4,1,8,483,0,140000
896,8765,0,4,3,3,285,951,0,2,1,6,327,0,106500
897,7018,0,5,3,3,0,1120,1120,6,2,12,528,0,142953
898,12919,0,9,3,5,2188,2364,0,2,1,11,820,0,611657
899,6993,0,5,3,3,465,1236,0,3,1,6,288,0,135000
900,7340,0,4,3,3,322,858,0,2,1,4,684,0,110000
901,8712,0,5,3,3,860,1306,0,2,1,5,756,0,153000
902,7875,0,7,3,4,0,807,702,3,1,8,393,0,180000
903,14859,0,7,3,4,0,1670,0,3,1,7,690,0,240000
904,6173,0,5,3,3,599,902,0,3,1,6,288,0,125500
905,9920,0,5,3,3,354,1063,0,3,1,6,280,0,128000
906,13501,0,8,3,4,63,1636,0,3,1,8,865,0,255000
907,11500,0,7,3,4,223,1020,1037,3,1,6,180,0,250000
908,8885,0,5,3,3,301,902,0,2,1,5,484,0,131000
909,12589,0,6,3,4,0,742,742,3,1,8,390,0,174000
910,11600,0,5,3,3,443,1105,1169,5,2,12,480,0,154300
911,9286,0,5,3,3,196,1268,0,3,1,5,252,0,143500
912,6120,0,5,3,3,489,1015,0,3,1,6,450,0,88000
913,6270,0,5,3,3,284,1001,1001,4,2,8,871,0,145000
914,3000,0,6,3,4,294,612,612,2,1,4,528,0,173733
915,2001,0,4,3,3,0,546,546,3,1,6,286,0,75000
916,9000,0,2,3,3,50,480,0,1,1,4,308,0,35311
917,17140,0,4,3,3,1059,1229,0,3,1,6,284,0,135000
918,13125,0,7,3,4,48,912,1215,4,1,8,833,0,238000
919,11029,0,6,3,5,528,1414,0,3,1,6,601,0,176500
920,8462,0,6,3,4,814,936,785,3,1,7,471,0,201000
921,8777,0,5,3,3,1084,1272,928,4,2,9,0,0,145900
922,10237,0,6,3,4,28,1316,0,3,1,6,397,0,169990
923,8012,0,6,3,4,165,1617,0,2,1,5,533,0,193000
924,10240,0,6,3,3,625,1686,0,3,1,7,612,0,207500
925,15611,0,5,3,3,767,1126,0,3,1,6,540,0,175000
926,11999,0,8,3,4,0,1234,1140,4,1,10,656,0,285000
927,9900,0,7,3,3,552,1098,880,4,1,9,486,0,176000
928,11838,0,8,3,4,0,1788,0,3,1,7,522,0,236500
929,13006,0,7,3,3,0,993,1243,4,1,8,642,0,222000
930,8925,0,8,3,4,16,1466,0,3,1,7,610,0,201000
931,9100,0,5,3,3,338,925,0,2,1,5,429,0,117500
932,11670,0,9,3,5,0,1905,0,3,1,8,788,0,320000
933,8487,0,7,3,4,20,1500,0,3,1,6,570,0,190000
934,27650,0,7,1,3,425,2069,0,4,1,9,505,0,242000
935,5825,0,4,3,3,0,747,0,1,1,5,528,0,79900
936,10083,0,7,3,4,833,1200,0,2,1,5,555,0,184900
937,9675,0,7,3,4,341,1113,858,3,1,8,689,0,253000
938,8760,0,7,3,4,464,1391,571,3,1,7,868,0,239799
939,24090,0,7,3,3,0,1207,1196,4,1,10,349,0,244400
940,12640,0,6,3,3,936,1728,0,4,2,8,574,0,150900
941,8755,0,7,3,4,772,1022,1038,3,1,8,390,0,214000
942,7711,0,4,3,3,1440,1440,0,4,2,8,0,0,150000
943,25000,0,5,3,3,0,1632,0,4,2,8,576,0,143000
944,14375,0,6,3,3,111,1344,0,3,1,7,525,0,137500
945,8820,0,5,3,3,1088,1188,561,2,1,7,456,0,124900
946,8163,0,5,3,3,748,1144,0,3,1,6,796,0,143000
947,14536,0,8,3,4,1300,1629,0,3,1,9,808,0,270000
948,14006,0,7,3,4,0,936,840,3,1,7,474,0,192500
949,9360,0,6,3,3,982,1381,0,3,1,5,676,0,197500
950,7200,0,5,3,3,398,864,0,3,1,5,720,0,129000
951,7800,0,5,3,3,641,965,0,3,1,6,300,0,119900
952,7200,0,5,3,3,660,768,0,2,1,5,396,0,133900
953,11075,0,5,3,3,562,1168,800,4,1,7,530,0,172000
954,9400,0,6,1,3,945,980,0,4,0,4,0,0,127500
955,7136,0,6,3,3,484,979,979,4,2,8,492,0,145000
956,1300,0,6,3,3,285,561,668,2,1,5,462,0,124000
957,7420,0,5,3,3,417,1057,0,3,1,6,576,0,132000
958,8450,0,7,3,4,699,1337,0,3,1,6,531,0,185000
959,2572,0,7,3,4,604,696,720,3,1,6,484,0,155000
960,7207,0,5,3,3,696,858,0,2,1,4,0,0,116500
961,12227,0,6,3,3,896,1542,1330,4,1,11,619,0,272000
962,2308,0,6,3,3,556,804,744,3,1,7,440,0,155000
963,11923,0,9,3,4,0,1800,0,2,1,7,702,0,239000
964,11316,0,7,3,4,624,824,1070,4,1,8,510,0,214900
965,10237,0,6,3,4,0,783,701,3,1,8,393,0,178900
966,9600,0,5,3,4,428,976,332,2,1,7,256,0,160000
967,7390,0,5,3,3,902,1098,0,3,1,6,260,0,135000
968,5925,0,3,3,3,0,600,368,2,1,6,0,0,37900
969,10382,0,6,3,3,513,1095,0,2,1,6,264,0,140000
970,10800,0,4,3,3,0,720,472,4,1,6,0,0,135000
971,2268,0,7,3,4,567,764,862,2,1,6,474,0,173000
972,7892,0,6,3,3,0,918,0,2,1,5,264,0,99500
973,11639,0,7,3,4,0,1428,0,3,1,6,480,0,182000
974,11414,-1,7,3,3,0,1136,883,3,1,8,532,0,167500
975,2651,0,7,3,4,641,673,709,3,1,6,490,0,165000
976,5900,0,4,3,3,0,869,0,2,1,4,0,0,85500
977,4274,0,7,3,4,1106,1241,0,1,1,4,569,0,199900
978,9450,0,4,3,3,552,894,0,3,1,5,400,0,110000
979,8816,0,5,3,3,651,1121,0,3,1,5,480,0,139000
980,12122,0,7,3,5,867,999,0,3,1,6,588,0,178400
981,12203,0,8,3,4,854,1276,1336,4,1,8,676,0,336000
982,3182,0,7,3,4,0,1266,0,2,1,6,388,0,159895
983,11250,0,8,3,4,0,1149,1141,4,1,9,779,0,255900
984,10125,0,5,3,3,0,1302,432,4,2,8,539,0,126000
985,10880,0,5,3,3,1040,1164,0,3,1,5,240,0,125000
986,5310,0,6,3,3,0,1001,634,2,1,5,255,0,117000
987,10159,0,9,3,5,1646,1940,0,3,1,8,606,0,395192
988,12046,0,6,3,3,156,1118,912,4,1,8,551,0,195000
989,8125,0,7,3,4,0,778,798,3,1,6,614,0,197000
990,9452,0,8,3,4,1074,1407,985,3,1,7,870,0,348000
991,17671,0,8,3,4,216,916,826,4,1,8,424,0,168000
992,9760,0,6,3,3,536,1020,831,3,1,7,440,0,187000
993,8846,0,6,3,3,0,750,750,3,1,6,564,0,173900
994,12456,0,10,3,5,1172,1718,0,3,1,7,786,0,337500
995,4712,0,4,3,3,384,774,456,3,1,5,305,0,121600
996,10659,0,5,3,3,915,1050,0,3,1,6,368,0,136500
997,11717,0,6,3,3,0,1442,0,2,1,6,615,0,185000
998,9786,0,3,3,3,0,1077,0,3,1,6,210,0,91000
999,6762,0,7,3,4,686,1208,0,2,1,6,632,0,206000
1000,10206,0,3,1,3,0,944,0,2,1,4,528,0,82000
1001,5400,0,5,3,3,0,691,0,2,1,4,216,0,86000
1002,11957,0,8,3,4,24,1574,0,3,1,7,824,0,232000
1003,11500,-1,5,3,3,0,1680,0,4,2,8,528,0,136905
1004,3182,0,7,3,4,16,1504,0,1,1,7,457,0,181000
1005,8385,0,5,3,4,595,985,0,3,1,6,328,0,149900
1006,12155,0,6,3,3,1237,1657,0,3,1,7,484,0,163500
1007,2217,0,4,3,3,273,546,546,3,1,6,286,0,88000
1008,12118,0,7,3,4,0,1710,0,3,1,7,550,0,240000
1009,6000,0,5,3,3,0,1008,0,4,1,7,0,0,102000
1010,21286,0,5,3,3,0,720,551,4,1,7,312,0,135000
1011,9825,0,5,3,3,0,1664,0,4,2,8,0,0,100000
1012,10592,0,6,3,3,0,900,602,3,1,7,180,0,165000
1013,7200,0,5,3,3,247,1022,0,2,1,4,280,0,85000
1014,11664,0,6,3,3,336,1082,0,2,1,5,240,0,119200
1015,8400,0,8,3,4,643,810,855,3,1,6,528,0,227000
1016,11883,0,7,3,4,690,1504,0,3,1,6,478,0,203000
1017,5814,0,8,3,4,1036,1360,0,1,1,4,565,0,187500
1018,10784,0,7,3,4,0,802,670,3,1,7,402,0,160000
1019,3013,0,7,3,4,16,1506,0,2,1,6,440,0,213490
1020,7024,0,4,3,3,1024,1132,0,2,1,5,451,0,176000
